ID,tripduration,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,gender
1592,1224,511,E 14 St & Avenue B,40.72938685,-73.97772429,524,W 43 St & 6 Ave,40.75527307,-73.98316936,16861,1
1593,1003,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,212,W 16 St & The High Line,40.74334935,-74.00681753,15733,2
1594,906,263,Elizabeth St & Hester St,40.71729,-73.996375,309,Murray St & West St,40.7149787,-74.013012,15161,1
1595,824,328,Watts St & Greenwich St,40.72405549,-74.00965965,311,Norfolk St & Broome St,40.7172274,-73.98802084,18042,2
1596,804,449,W 52 St & 9 Ave,40.76461837,-73.98789473,517,Pershing Square South,40.751581,-73.97791,21564,1
1597,613,442,W 27 St & 7 Ave,40.746647,-73.993915,463,9 Ave & W 16 St,40.74206539,-74.00443172,16987,2
1598,569,504,1 Ave & E 15 St,40.73221853,-73.98165557,293,Lafayette St & E 8 St,40.73028666,-73.9907647,16600,2
1599,546,527,E 33 St & 2 Ave,40.744023,-73.976056,379,W 31 St & 7 Ave,40.749156,-73.9916,15363,1
1600,502,517,Pershing Square South,40.751581,-73.97791,485,W 37 St & 5 Ave,40.75038009,-73.98338988,19950,1
1601,437,383,Greenwich Ave & Charles St,40.735238,-74.000271,463,9 Ave & W 16 St,40.74206539,-74.00443172,15956,2
1602,269,546,E 30 St & Park Ave S,40.74444921,-73.98303529,505,6 Ave & W 33 St,40.74901271,-73.98848395,21115,1
1603,263,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,229,Great Jones St,40.72743423,-73.99379025,21353,1
1604,229,457,Broadway & W 58 St,40.76695317,-73.98169333,173,Broadway & W 49 St,40.76064679,-73.98442659,17898,1
1605,1547,128,MacDougal St & Prince St,40.72710258,-74.00297088,442,W 27 St & 7 Ave,40.746647,-73.993915,16254,2
1606,1370,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,376,John St & William St,40.70862144,-74.00722156,17365,2
1607,1293,487,E 20 St & FDR Drive,40.73314259,-73.97573881,465,Broadway & W 41 St,40.75513557,-73.98658032,18900,1
1608,973,348,W Broadway & Spring St,40.72490985,-74.00154702,224,Spruce St & Nassau St,40.71146364,-74.00552427,19633,1
1609,829,505,6 Ave & W 33 St,40.74901271,-73.98848395,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,18749,1
1610,804,511,E 14 St & Avenue B,40.72938685,-73.97772429,128,MacDougal St & Prince St,40.72710258,-74.00297088,18236,1
1611,775,285,Broadway & E 14 St,40.73454567,-73.99074142,485,W 37 St & 5 Ave,40.75038009,-73.98338988,19114,1
1612,762,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,427,Bus Slip & State St,40.701907,-74.013942,19684,1
1613,695,411,E 6 St & Avenue D,40.72228087,-73.97668709,312,Allen St & E Houston St,40.722055,-73.989111,16336,1
1614,609,533,Broadway & W 39 St,40.75299641,-73.98721619,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,20848,1
1615,512,279,Peck Slip & Front St,40.707873,-74.00167,259,South St & Whitehall St,40.70122128,-74.01234218,14719,1
1616,493,403,E 2 St & 2 Ave,40.72502876,-73.99069656,355,Bayard St & Baxter St,40.71602118,-73.99974372,17920,1
1617,447,529,W 42 St & 8 Ave,40.7575699,-73.99098507,498,Broadway & W 32 St,40.74854862,-73.98808416,16808,1
1618,444,417,Barclay St & Church St,40.71291224,-74.01020234,351,Front St & Maiden Ln,40.70530954,-74.00612572,16314,1
1619,422,358,Christopher St & Greenwich St,40.73291553,-74.00711384,345,W 13 St & 6 Ave,40.73649403,-73.99704374,20041,2
1620,417,519,Pershing Square North,40.751873,-73.977706,379,W 31 St & 7 Ave,40.749156,-73.9916,16810,1
1621,398,494,W 26 St & 8 Ave,40.74734825,-73.99723551,458,11 Ave & W 27 St,40.751396,-74.005226,17542,1
1622,293,500,Broadway & W 51 St,40.76228826,-73.98336183,538,E 48 St & Madison Ave,40.75666,-73.976684,18606,1
1623,1734,473,Rivington St & Chrystie St,40.72110063,-73.9919254,153,E 40 St & 5 Ave,40.75206231,-73.9816324,16572,1
1624,1324,511,E 14 St & Avenue B,40.72938685,-73.97772429,315,South St & Gouverneur Ln,40.70355377,-74.00670227,18885,1
1625,986,477,W 41 St & 8 Ave,40.75640548,-73.9900262,528,2 Ave & E 31 St,40.74290902,-73.97706058,18950,1
1626,930,511,E 14 St & Avenue B,40.72938685,-73.97772429,518,E 39 St & 2 Ave,40.74780373,-73.9734419,19807,2
1627,901,519,Pershing Square North,40.751873,-73.977706,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,20660,1
1628,867,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,14944,1
1629,841,79,Franklin St & W Broadway,40.71911552,-74.00666661,335,Washington Pl & Broadway,40.72903917,-73.99404649,20197,1
1630,711,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,427,Bus Slip & State St,40.701907,-74.013942,19033,1
1631,691,505,6 Ave & W 33 St,40.74901271,-73.98848395,458,11 Ave & W 27 St,40.751396,-74.005226,17077,1
1632,622,465,Broadway & W 41 St,40.75513557,-73.98658032,281,Grand Army Plaza & Central Pa,40.7643971,-73.97371465,18645,1
1633,551,504,1 Ave & E 15 St,40.73221853,-73.98165557,486,Broadway & W 29 St,40.7462009,-73.98855723,20576,1
1634,543,492,W 33 St & 7 Ave,40.75019995,-73.99093085,517,Pershing Square South,40.751581,-73.97791,18381,1
1635,529,2009,Catherine St & Monroe St,40.71117444,-73.99682619,417,Barclay St & Church St,40.71291224,-74.01020234,19066,2
1636,522,450,W 49 St & 8 Ave,40.76227205,-73.98788205,514,12 Ave & W 40 St,40.76087502,-74.00277668,17509,1
1637,390,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,18762,1
1638,377,546,E 30 St & Park Ave S,40.74444921,-73.98303529,519,Pershing Square North,40.751873,-73.977706,20342,1
1639,292,195,Liberty St & Broadway,40.70905623,-74.01043382,337,Old Slip & Front St,40.7037992,-74.00838676,15359,1
1640,252,466,W 25 St & 6 Ave,40.74395411,-73.99144871,496,E 16 St & 5 Ave,40.73726186,-73.99238967,15486,1
1641,224,485,W 37 St & 5 Ave,40.75038009,-73.98338988,498,Broadway & W 32 St,40.74854862,-73.98808416,17736,1
1642,1176,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,528,2 Ave & E 31 St,40.74290902,-73.97706058,20336,1
1643,1025,511,E 14 St & Avenue B,40.72938685,-73.97772429,386,Centre St & Worth St,40.71494807,-74.00234482,15508,1
1644,821,521,8 Ave & W 31 St,40.75044999,-73.99481051,469,Broadway & W 53 St,40.76344058,-73.98268129,16483,1
1645,806,482,W 15 St & 7 Ave,40.73935542,-73.99931783,504,1 Ave & E 15 St,40.73221853,-73.98165557,17658,1
1646,624,453,W 22 St & 8 Ave,40.74475148,-73.99915362,472,E 32 St & Park Ave,40.7457121,-73.98194829,19669,1
1647,606,489,10 Ave & W 28 St,40.75066386,-74.00176802,402,Broadway & E 22 St,40.7403432,-73.98955109,19017,1
1648,553,347,W Houston St & Hudson St,40.72873888,-74.00748842,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,20348,1
1649,473,503,E 20 St & Park Ave,40.73827428,-73.98751968,434,9 Ave & W 18 St,40.74317449,-74.00366443,21180,1
1650,450,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,310,State St & Smith St,40.68926942,-73.98912867,17160,2
1651,447,490,8 Ave & W 33 St,40.751551,-73.993934,493,W 45 St & 6 Ave,40.7568001,-73.98291153,20210,1
1652,423,375,Mercer St & Bleecker St,40.72679454,-73.99695094,79,Franklin St & W Broadway,40.71911552,-74.00666661,17034,1
1653,388,410,Suffolk St & Stanton St,40.72066442,-73.98517977,251,Mott St & Prince St,40.72317958,-73.99480012,15098,1
1654,169,474,5 Ave & E 29 St,40.7451677,-73.98683077,444,Broadway & W 24 St,40.7423543,-73.98915076,21323,1
1655,63,385,E 55 St & 2 Ave,40.75797322,-73.96603308,385,E 55 St & 2 Ave,40.75797322,-73.96603308,15969,1
1656,1528,312,Allen St & E Houston St,40.722055,-73.989111,456,E 53 St & Madison Ave,40.7597108,-73.97402311,17165,1
1657,1165,519,Pershing Square North,40.751873,-73.977706,116,W 17 St & 8 Ave,40.74177603,-74.00149746,20354,1
1658,1060,359,E 47 St & Park Ave,40.75510267,-73.97498696,116,W 17 St & 8 Ave,40.74177603,-74.00149746,20259,1
1659,863,439,E 4 St & 2 Ave,40.7262807,-73.98978041,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,14805,1
1660,832,521,8 Ave & W 31 St,40.75044999,-73.99481051,174,E 25 St & 1 Ave,40.7381765,-73.97738662,18427,1
1661,760,499,Broadway & W 60 St,40.76915505,-73.98191841,538,E 48 St & Madison Ave,40.75666,-73.976684,19174,1
1662,612,403,E 2 St & 2 Ave,40.72502876,-73.99069656,2012,E 27 St & 1 Ave,40.739445,-73.976806,15321,1
1663,419,385,E 55 St & 2 Ave,40.75797322,-73.96603308,517,Pershing Square South,40.751581,-73.97791,14663,1
1664,390,392,Jay St & Tech Pl,40.695065,-73.987167,430,York St & Jay St,40.7014851,-73.98656928,16909,1
1665,370,417,Barclay St & Church St,40.71291224,-74.01020234,2010,Grand St & Greene St,40.72165481,-74.00234737,21014,1
1666,295,492,W 33 St & 7 Ave,40.75019995,-73.99093085,472,E 32 St & Park Ave,40.7457121,-73.98194829,18398,1
1667,286,441,E 52 St & 2 Ave,40.756014,-73.967416,516,E 47 St & 1 Ave,40.75206862,-73.96784384,18079,1
1668,280,489,10 Ave & W 28 St,40.75066386,-74.00176802,453,W 22 St & 8 Ave,40.74475148,-73.99915362,19339,2
1669,238,470,W 20 St & 8 Ave,40.74345335,-74.00004031,435,W 21 St & 6 Ave,40.74173969,-73.99415556,19496,1
1670,858,472,E 32 St & Park Ave,40.7457121,-73.98194829,128,MacDougal St & Prince St,40.72710258,-74.00297088,17442,1
1671,815,476,E 31 St & 3 Ave,40.74394314,-73.97966069,434,9 Ave & W 18 St,40.74317449,-74.00366443,19039,1
1672,744,434,9 Ave & W 18 St,40.74317449,-74.00366443,347,W Houston St & Hudson St,40.72873888,-74.00748842,16978,1
1673,742,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,212,W 16 St & The High Line,40.74334935,-74.00681753,19054,1
1674,630,439,E 4 St & 2 Ave,40.7262807,-73.98978041,285,Broadway & E 14 St,40.73454567,-73.99074142,19046,1
1675,568,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,444,Broadway & W 24 St,40.7423543,-73.98915076,21198,1
1676,534,516,E 47 St & 1 Ave,40.75206862,-73.96784384,524,W 43 St & 6 Ave,40.75527307,-73.98316936,21506,1
1677,486,316,Fulton St & William St,40.70955958,-74.00653609,386,Centre St & Worth St,40.71494807,-74.00234482,15456,2
1678,481,305,E 58 St & 3 Ave,40.76095756,-73.96724467,538,E 48 St & Madison Ave,40.75666,-73.976684,21078,1
1679,476,518,E 39 St & 2 Ave,40.74780373,-73.9734419,484,W 44 St & 5 Ave,40.75500254,-73.98014437,21285,1
1680,420,335,Washington Pl & Broadway,40.72903917,-73.99404649,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,14648,2
1681,250,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,17305,1
1682,164,512,W 29 St & 9 Ave,40.7500727,-73.99839279,462,W 22 St & 10 Ave,40.74691959,-74.00451887,17730,1
1683,1794,146,Hudson St & Reade St,40.71625008,-74.0091059,375,Mercer St & Bleecker St,40.72679454,-73.99695094,17948,1
1684,1214,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,362,Broadway & W 37 St,40.75172632,-73.98753523,16452,2
1685,982,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,146,Hudson St & Reade St,40.71625008,-74.0091059,18146,1
1686,966,393,E 5 St & Avenue C,40.72299208,-73.97995466,257,Lispenard St & Broadway,40.71939226,-74.00247214,15612,2
1687,895,345,W 13 St & 6 Ave,40.73649403,-73.99704374,448,W 37 St & 10 Ave,40.75660359,-73.9979009,16326,1
1688,764,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,488,W 39 St & 9 Ave,40.75645824,-73.99372222,14827,1
1689,734,383,Greenwich Ave & Charles St,40.735238,-74.000271,505,6 Ave & W 33 St,40.74901271,-73.98848395,16074,2
1690,621,527,E 33 St & 2 Ave,40.744023,-73.976056,153,E 40 St & 5 Ave,40.75206231,-73.9816324,16237,2
1691,619,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,128,MacDougal St & Prince St,40.72710258,-74.00297088,18416,1
1692,618,349,Rivington St & Ridge St,40.71850211,-73.98329859,2009,Catherine St & Monroe St,40.71117444,-73.99682619,19491,2
1693,615,167,E 39 St & 3 Ave,40.7489006,-73.97604882,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,18881,1
1694,530,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,20162,1
1695,495,320,Leonard St & Church St,40.717571,-74.005549,347,W Houston St & Hudson St,40.72873888,-74.00748842,19028,1
1696,297,492,W 33 St & 7 Ave,40.75019995,-73.99093085,472,E 32 St & Park Ave,40.7457121,-73.98194829,16458,2
1697,273,477,W 41 St & 8 Ave,40.75640548,-73.9900262,493,W 45 St & 6 Ave,40.7568001,-73.98291153,20070,1
1698,246,195,Liberty St & Broadway,40.70905623,-74.01043382,3002,South End Ave & Liberty St,40.711512,-74.015756,17488,1
1699,1179,439,E 4 St & 2 Ave,40.7262807,-73.98978041,415,Pearl St & Hanover Square,40.7047177,-74.00926027,17504,1
1700,835,349,Rivington St & Ridge St,40.71850211,-73.98329859,337,Old Slip & Front St,40.7037992,-74.00838676,16176,1
1701,764,435,W 21 St & 6 Ave,40.74173969,-73.99415556,493,W 45 St & 6 Ave,40.7568001,-73.98291153,17635,2
1702,627,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,344,Monroe St & Bedford Ave,40.6851443,-73.95380904,18384,1
1703,588,296,Division St & Bowery,40.71413089,-73.9970468,195,Liberty St & Broadway,40.70905623,-74.01043382,21536,1
1704,533,359,E 47 St & Park Ave,40.75510267,-73.97498696,510,W 51 St & 6 Ave,40.7606597,-73.98042047,20296,2
1705,516,531,Forsyth St & Broome St,40.71893904,-73.99266288,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,18205,1
1706,508,511,E 14 St & Avenue B,40.72938685,-73.97772429,174,E 25 St & 1 Ave,40.7381765,-73.97738662,18305,1
1707,474,492,W 33 St & 7 Ave,40.75019995,-73.99093085,510,W 51 St & 6 Ave,40.7606597,-73.98042047,18336,1
1708,442,305,E 58 St & 3 Ave,40.76095756,-73.96724467,164,E 47 St & 2 Ave,40.75323098,-73.97032517,18028,1
1709,273,546,E 30 St & Park Ave S,40.74444921,-73.98303529,527,E 33 St & 2 Ave,40.744023,-73.976056,16033,1
1710,215,432,E 7 St & Avenue A,40.72621788,-73.98379855,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,20040,1
1711,169,237,E 11 St & 2 Ave,40.73047309,-73.98672378,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,15965,1
1712,1120,437,Macon St & Nostrand Ave,40.68098339,-73.95004798,233,Joralemon St & Adams St,40.69246277,-73.98963911,16895,1
1713,1088,410,Suffolk St & Stanton St,40.72066442,-73.98517977,518,E 39 St & 2 Ave,40.74780373,-73.9734419,15971,1
1714,1068,501,FDR Drive & E 35 St,40.744219,-73.97121214,402,Broadway & E 22 St,40.7403432,-73.98955109,15549,1
1715,951,433,E 13 St & Avenue A,40.72955361,-73.98057249,303,Mercer St & Spring St,40.72362738,-73.99949601,20961,1
1716,918,407,Henry St & Poplar St,40.700469,-73.991454,401,Allen St & Rivington St,40.72019576,-73.98997825,19093,1
1717,534,173,Broadway & W 49 St,40.76064679,-73.98442659,505,6 Ave & W 33 St,40.74901271,-73.98848395,17898,1
1718,483,500,Broadway & W 51 St,40.76228826,-73.98336183,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,20280,2
1719,469,521,8 Ave & W 31 St,40.75044999,-73.99481051,509,9 Ave & W 22 St,40.7454973,-74.00197139,20368,1
1720,456,538,E 48 St & Madison Ave,40.75666,-73.976684,450,W 49 St & 8 Ave,40.76227205,-73.98788205,18606,1
1721,440,546,E 30 St & Park Ave S,40.74444921,-73.98303529,493,W 45 St & 6 Ave,40.7568001,-73.98291153,17691,1
1722,292,434,9 Ave & W 18 St,40.74317449,-74.00366443,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17201,1
1723,2733,505,6 Ave & W 33 St,40.74901271,-73.98848395,456,E 53 St & Madison Ave,40.7597108,-73.97402311,20232,1
1724,1957,291,Madison St & Montgomery St,40.713126,-73.984844,488,W 39 St & 9 Ave,40.75645824,-73.99372222,14986,1
1725,934,350,Clinton St & Grand St,40.71559509,-73.9870295,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19706,1
1726,914,167,E 39 St & 3 Ave,40.7489006,-73.97604882,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,18147,1
1727,758,143,Clinton St & Joralemon St,40.69239502,-73.99337909,467,Dean St & 4 Ave,40.68312489,-73.97895137,20830,2
1728,670,507,E 25 St & 2 Ave,40.73912601,-73.97973776,335,Washington Pl & Broadway,40.72903917,-73.99404649,14794,1
1729,656,291,Madison St & Montgomery St,40.713126,-73.984844,312,Allen St & E Houston St,40.722055,-73.989111,21481,2
1730,575,529,W 42 St & 8 Ave,40.7575699,-73.99098507,442,W 27 St & 7 Ave,40.746647,-73.993915,15151,1
1731,543,521,8 Ave & W 31 St,40.75044999,-73.99481051,459,W 20 St & 11 Ave,40.746745,-74.007756,17260,1
1732,526,238,Bank St & Washington St,40.7361967,-74.00859207,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16156,1
1733,493,515,W 43 St & 10 Ave,40.76009437,-73.99461843,490,8 Ave & W 33 St,40.751551,-73.993934,19911,1
1734,481,517,Pershing Square South,40.751581,-73.97791,491,E 24 St & Park Ave S,40.74096374,-73.98602213,21292,1
1735,480,417,Barclay St & Church St,40.71291224,-74.01020234,260,Broad St & Bridge St,40.70365182,-74.01167797,17013,1
1736,451,503,E 20 St & Park Ave,40.73827428,-73.98751968,526,E 33 St & 5 Ave,40.74765947,-73.98490707,19354,1
1737,413,521,8 Ave & W 31 St,40.75044999,-73.99481051,458,11 Ave & W 27 St,40.751396,-74.005226,17098,1
1738,410,167,E 39 St & 3 Ave,40.7489006,-73.97604882,491,E 24 St & Park Ave S,40.74096374,-73.98602213,15505,1
1739,387,237,E 11 St & 2 Ave,40.73047309,-73.98672378,503,E 20 St & Park Ave,40.73827428,-73.98751968,16289,2
1740,378,538,E 48 St & Madison Ave,40.75666,-73.976684,450,W 49 St & 8 Ave,40.76227205,-73.98788205,18782,1
1741,367,72,W 52 St & 11 Ave,40.76727216,-73.99392888,500,Broadway & W 51 St,40.76228826,-73.98336183,18620,1
1742,353,439,E 4 St & 2 Ave,40.7262807,-73.98978041,325,E 19 St & 3 Ave,40.73624527,-73.98473765,16461,1
1743,342,472,E 32 St & Park Ave,40.7457121,-73.98194829,528,2 Ave & E 31 St,40.74290902,-73.97706058,18903,1
1744,287,453,W 22 St & 8 Ave,40.74475148,-73.99915362,435,W 21 St & 6 Ave,40.74173969,-73.99415556,19036,1
1745,231,417,Barclay St & Church St,40.71291224,-74.01020234,330,Reade St & Broadway,40.71450451,-74.00562789,20124,1
1746,230,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,15920,1
1747,204,492,W 33 St & 7 Ave,40.75019995,-73.99093085,526,E 33 St & 5 Ave,40.74765947,-73.98490707,19982,1
1748,1017,433,E 13 St & Avenue A,40.72955361,-73.98057249,330,Reade St & Broadway,40.71450451,-74.00562789,17483,1
1749,989,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,465,Broadway & W 41 St,40.75513557,-73.98658032,17593,1
1750,944,456,E 53 St & Madison Ave,40.7597108,-73.97402311,497,E 17 St & Broadway,40.73704984,-73.99009296,20535,1
1751,903,433,E 13 St & Avenue A,40.72955361,-73.98057249,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,17362,2
1752,787,167,E 39 St & 3 Ave,40.7489006,-73.97604882,510,W 51 St & 6 Ave,40.7606597,-73.98042047,17211,1
1753,670,313,Washington Ave & Park Ave,40.69610226,-73.96751037,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,17308,2
1754,654,521,8 Ave & W 31 St,40.75044999,-73.99481051,500,Broadway & W 51 St,40.76228826,-73.98336183,19291,1
1755,647,492,W 33 St & 7 Ave,40.75019995,-73.99093085,228,E 48 St & 3 Ave,40.7546011,-73.97187886,16183,1
1756,497,505,6 Ave & W 33 St,40.74901271,-73.98848395,489,10 Ave & W 28 St,40.75066386,-74.00176802,15309,1
1757,437,2008,Little West St & 1 Pl,40.70569254,-74.01677685,309,Murray St & West St,40.7149787,-74.013012,18675,2
1758,430,265,Stanton St & Chrystie St,40.72229346,-73.99147535,128,MacDougal St & Prince St,40.72710258,-74.00297088,18897,1
1759,402,492,W 33 St & 7 Ave,40.75019995,-73.99093085,472,E 32 St & Park Ave,40.7457121,-73.98194829,15718,2
1760,292,503,E 20 St & Park Ave,40.73827428,-73.98751968,546,E 30 St & Park Ave S,40.74444921,-73.98303529,18083,1
1761,99,195,Liberty St & Broadway,40.70905623,-74.01043382,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,19257,1
1762,1079,507,E 25 St & 2 Ave,40.73912601,-73.97973776,375,Mercer St & Bleecker St,40.72679454,-73.99695094,20064,2
1763,1052,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,417,Barclay St & Church St,40.71291224,-74.01020234,20663,1
1764,774,340,Madison St & Clinton St,40.71269042,-73.98776323,128,MacDougal St & Prince St,40.72710258,-74.00297088,15016,1
1765,769,529,W 42 St & 8 Ave,40.7575699,-73.99098507,491,E 24 St & Park Ave S,40.74096374,-73.98602213,15585,1
1766,735,545,E 23 St & 1 Ave,40.736502,-73.97809472,517,Pershing Square South,40.751581,-73.97791,15157,1
1767,674,524,W 43 St & 6 Ave,40.75527307,-73.98316936,448,W 37 St & 10 Ave,40.75660359,-73.9979009,15354,1
1768,578,479,9 Ave & W 45 St,40.76019252,-73.9912551,498,Broadway & W 32 St,40.74854862,-73.98808416,18074,1
1769,519,511,E 14 St & Avenue B,40.72938685,-73.97772429,335,Washington Pl & Broadway,40.72903917,-73.99404649,17575,1
1770,481,382,University Pl & E 14 St,40.73492695,-73.99200509,404,9 Ave & W 14 St,40.7405826,-74.00550867,19913,1
1771,463,261,Johnson St & Gold St,40.69474881,-73.98362464,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,18408,2
1772,456,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,328,Watts St & Greenwich St,40.72405549,-74.00965965,17061,1
1773,876,128,MacDougal St & Prince St,40.72710258,-74.00297088,225,W 14 St & The High Line,40.74195138,-74.00803013,16209,1
1774,609,457,Broadway & W 58 St,40.76695317,-73.98169333,538,E 48 St & Madison Ave,40.75666,-73.976684,16549,1
1775,591,358,Christopher St & Greenwich St,40.73291553,-74.00711384,377,6 Ave & Canal St,40.72243797,-74.00566443,21452,1
1776,521,511,E 14 St & Avenue B,40.72938685,-73.97772429,335,Washington Pl & Broadway,40.72903917,-73.99404649,15905,1
1777,509,511,E 14 St & Avenue B,40.72938685,-73.97772429,335,Washington Pl & Broadway,40.72903917,-73.99404649,17006,1
1778,442,492,W 33 St & 7 Ave,40.75019995,-73.99093085,493,W 45 St & 6 Ave,40.7568001,-73.98291153,14656,1
1779,411,500,Broadway & W 51 St,40.76228826,-73.98336183,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,18459,1
1780,379,276,Duane St & Greenwich St,40.71748752,-74.0104554,387,Centre St & Chambers St,40.71273266,-74.0046073,18078,1
1781,360,262,Washington Park,40.69178232,-73.97372989,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,20657,1
1782,308,507,E 25 St & 2 Ave,40.73912601,-73.97973776,472,E 32 St & Park Ave,40.7457121,-73.98194829,20256,1
1783,307,489,10 Ave & W 28 St,40.75066386,-74.00176802,494,W 26 St & 8 Ave,40.74734825,-73.99723551,20713,1
1784,214,387,Centre St & Chambers St,40.71273266,-74.0046073,386,Centre St & Worth St,40.71494807,-74.00234482,21067,2
1785,1040,174,E 25 St & 1 Ave,40.7381765,-73.97738662,340,Madison St & Clinton St,40.71269042,-73.98776323,21364,1
1786,948,518,E 39 St & 2 Ave,40.74780373,-73.9734419,523,W 38 St & 8 Ave,40.75466591,-73.99138152,17725,2
1787,945,401,Allen St & Rivington St,40.72019576,-73.98997825,402,Broadway & E 22 St,40.7403432,-73.98955109,15489,2
1788,888,477,W 41 St & 8 Ave,40.75640548,-73.9900262,164,E 47 St & 2 Ave,40.75323098,-73.97032517,16682,1
1789,671,508,W 46 St & 11 Ave,40.76341379,-73.99667444,458,11 Ave & W 27 St,40.751396,-74.005226,19265,1
1790,596,496,E 16 St & 5 Ave,40.73726186,-73.99238967,462,W 22 St & 10 Ave,40.74691959,-74.00451887,15486,1
1791,300,435,W 21 St & 6 Ave,40.74173969,-73.99415556,116,W 17 St & 8 Ave,40.74177603,-74.00149746,20745,1
1792,2026,411,E 6 St & Avenue D,40.72228087,-73.97668709,457,Broadway & W 58 St,40.76695317,-73.98169333,21080,2
1793,1422,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,530,11 Ave & W 59 St,40.771522,-73.990541,19929,1
1794,1248,411,E 6 St & Avenue D,40.72228087,-73.97668709,440,E 45 St & 3 Ave,40.75255434,-73.97282625,18524,1
1795,776,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,435,W 21 St & 6 Ave,40.74173969,-73.99415556,15230,1
1796,707,332,Cherry St,40.71219906,-73.97948148,279,Peck Slip & Front St,40.707873,-74.00167,18849,1
1797,594,417,Barclay St & Church St,40.71291224,-74.01020234,303,Mercer St & Spring St,40.72362738,-73.99949601,19066,1
1798,461,195,Liberty St & Broadway,40.70905623,-74.01043382,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,14832,1
1799,445,492,W 33 St & 7 Ave,40.75019995,-73.99093085,517,Pershing Square South,40.751581,-73.97791,15641,1
1800,423,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,498,Broadway & W 32 St,40.74854862,-73.98808416,18249,1
1801,398,305,E 58 St & 3 Ave,40.76095756,-73.96724467,359,E 47 St & Park Ave,40.75510267,-73.97498696,20902,1
1802,1062,529,W 42 St & 8 Ave,40.7575699,-73.99098507,305,E 58 St & 3 Ave,40.76095756,-73.96724467,20024,1
1803,866,296,Division St & Bowery,40.71413089,-73.9970468,392,Jay St & Tech Pl,40.695065,-73.987167,20842,1
1804,707,305,E 58 St & 3 Ave,40.76095756,-73.96724467,519,Pershing Square North,40.751873,-73.977706,20325,1
1805,604,346,Bank St & Hudson St,40.73652889,-74.00618026,128,MacDougal St & Prince St,40.72710258,-74.00297088,18972,2
1806,555,361,Allen St & Hester St,40.71605866,-73.99190759,306,Cliff St & Fulton St,40.70823502,-74.00530063,21079,1
1807,542,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,375,Mercer St & Bleecker St,40.72679454,-73.99695094,14636,1
1808,536,2012,E 27 St & 1 Ave,40.739445,-73.976806,455,1 Ave & E 44 St,40.75001986,-73.96905301,21150,2
