ID,tripduration,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,gender
3634,1586,490,8 Ave & W 33 St,40.751551,-73.993934,531,Forsyth St & Broome St,40.71893904,-73.99266288,18380,1
3635,703,531,Forsyth St & Broome St,40.71893904,-73.99266288,259,South St & Whitehall St,40.70122128,-74.01234218,16520,1
3636,652,477,W 41 St & 8 Ave,40.75640548,-73.9900262,520,W 52 St & 5 Ave,40.75992262,-73.97648516,20139,1
3637,520,212,W 16 St & The High Line,40.74334935,-74.00681753,446,W 24 St & 7 Ave,40.74487634,-73.99529885,16285,1
3638,418,2012,E 27 St & 1 Ave,40.739445,-73.976806,487,E 20 St & FDR Drive,40.73314259,-73.97573881,19719,1
3639,363,453,W 22 St & 8 Ave,40.74475148,-73.99915362,521,8 Ave & W 31 St,40.75044999,-73.99481051,21186,1
3640,328,307,Canal St & Rutgers St,40.71427487,-73.98990025,296,Division St & Bowery,40.71413089,-73.9970468,15905,1
3641,200,515,W 43 St & 10 Ave,40.76009437,-73.99461843,529,W 42 St & 8 Ave,40.7575699,-73.99098507,18531,1
3642,1491,361,Allen St & Hester St,40.71605866,-73.99190759,311,Norfolk St & Broome St,40.7172274,-73.98802084,20946,1
3643,1068,475,E 16 St & Irving Pl,40.73524276,-73.98758561,153,E 40 St & 5 Ave,40.75206231,-73.9816324,14832,2
3644,702,435,W 21 St & 6 Ave,40.74173969,-73.99415556,377,6 Ave & Canal St,40.72243797,-74.00566443,18088,1
3645,682,320,Leonard St & Church St,40.717571,-74.005549,445,E 10 St & Avenue A,40.72740794,-73.98142006,19487,1
3646,598,348,W Broadway & Spring St,40.72490985,-74.00154702,401,Allen St & Rivington St,40.72019576,-73.98997825,16891,1
3647,338,521,8 Ave & W 31 St,40.75044999,-73.99481051,458,11 Ave & W 27 St,40.751396,-74.005226,20852,1
3648,308,485,W 37 St & 5 Ave,40.75038009,-73.98338988,444,Broadway & W 24 St,40.7423543,-73.98915076,18709,1
3649,1503,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,486,Broadway & W 29 St,40.7462009,-73.98855723,21314,1
3650,1359,518,E 39 St & 2 Ave,40.74780373,-73.9734419,229,Great Jones St,40.72743423,-73.99379025,16786,1
3651,950,435,W 21 St & 6 Ave,40.74173969,-73.99415556,478,11 Ave & W 41 St,40.76030096,-73.99884222,17196,1
3652,938,294,Washington Square E,40.73049393,-73.9957214,316,Fulton St & William St,40.70955958,-74.00653609,18799,1
3653,826,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,457,Broadway & W 58 St,40.76695317,-73.98169333,16468,1
3654,795,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,307,Canal St & Rutgers St,40.71427487,-73.98990025,18408,1
3655,553,360,William St & Pine St,40.70717936,-74.00887308,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,17496,1
3656,443,484,W 44 St & 5 Ave,40.75500254,-73.98014437,281,Grand Army Plaza & Central Pa,40.7643971,-73.97371465,14578,1
3657,417,523,W 38 St & 8 Ave,40.75466591,-73.99138152,153,E 40 St & 5 Ave,40.75206231,-73.9816324,21657,1
3658,385,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16624,1
3659,383,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16338,2
3660,364,472,E 32 St & Park Ave,40.7457121,-73.98194829,486,Broadway & W 29 St,40.7462009,-73.98855723,21506,1
3661,2780,223,W 13 St & 7 Ave,40.73781509,-73.99994661,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,18779,1
3662,841,2009,Catherine St & Monroe St,40.71117444,-73.99682619,401,Allen St & Rivington St,40.72019576,-73.98997825,14775,1
3663,717,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,346,Bank St & Hudson St,40.73652889,-74.00618026,19235,1
3664,427,518,E 39 St & 2 Ave,40.74780373,-73.9734419,476,E 31 St & 3 Ave,40.74394314,-73.97966069,15971,1
3665,421,504,1 Ave & E 15 St,40.73221853,-73.98165557,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,15187,1
3666,1343,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,328,Watts St & Greenwich St,40.72405549,-74.00965965,21627,2
3667,909,488,W 39 St & 9 Ave,40.75645824,-73.99372222,530,11 Ave & W 59 St,40.771522,-73.990541,17753,1
3668,894,484,W 44 St & 5 Ave,40.75500254,-73.98014437,504,1 Ave & E 15 St,40.73221853,-73.98165557,15631,1
3669,781,484,W 44 St & 5 Ave,40.75500254,-73.98014437,497,E 17 St & Broadway,40.73704984,-73.99009296,21347,2
3670,732,494,W 26 St & 8 Ave,40.74734825,-73.99723551,491,E 24 St & Park Ave S,40.74096374,-73.98602213,16495,1
3671,443,388,W 26 St & 10 Ave,40.74971775,-74.00295035,444,Broadway & W 24 St,40.7423543,-73.98915076,17807,2
3672,389,375,Mercer St & Bleecker St,40.72679454,-73.99695094,377,6 Ave & Canal St,40.72243797,-74.00566443,18941,1
3673,286,524,W 43 St & 6 Ave,40.75527307,-73.98316936,173,Broadway & W 49 St,40.76064679,-73.98442659,20313,1
3674,239,233,Joralemon St & Adams St,40.69246277,-73.98963911,392,Jay St & Tech Pl,40.695065,-73.987167,17351,1
3675,217,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,229,Great Jones St,40.72743423,-73.99379025,18608,1
3676,1198,546,E 30 St & Park Ave S,40.74444921,-73.98303529,546,E 30 St & Park Ave S,40.74444921,-73.98303529,19432,1
3677,762,251,Mott St & Prince St,40.72317958,-73.99480012,301,E 2 St & Avenue B,40.72217444,-73.98368779,15645,1
3678,640,266,Avenue D & E 8 St,40.72368361,-73.97574813,295,Pike St & E Broadway,40.71406667,-73.99293911,17341,1
3679,406,303,Mercer St & Spring St,40.72362738,-73.99949601,294,Washington Square E,40.73049393,-73.9957214,14563,1
3680,1948,2012,E 27 St & 1 Ave,40.739445,-73.976806,281,Grand Army Plaza & Central Pa,40.7643971,-73.97371465,15384,0
3681,1943,2012,E 27 St & 1 Ave,40.739445,-73.976806,281,Grand Army Plaza & Central Pa,40.7643971,-73.97371465,16969,0
3682,726,355,Bayard St & Baxter St,40.71602118,-73.99974372,315,South St & Gouverneur Ln,40.70355377,-74.00670227,15782,1
3683,469,167,E 39 St & 3 Ave,40.7489006,-73.97604882,520,W 52 St & 5 Ave,40.75992262,-73.97648516,18376,1
3684,354,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,494,W 26 St & 8 Ave,40.74734825,-73.99723551,14760,1
3685,308,494,W 26 St & 8 Ave,40.74734825,-73.99723551,435,W 21 St & 6 Ave,40.74173969,-73.99415556,14905,1
3686,1663,224,Spruce St & Nassau St,40.71146364,-74.00552427,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,16692,1
3687,1107,484,W 44 St & 5 Ave,40.75500254,-73.98014437,448,W 37 St & 10 Ave,40.75660359,-73.9979009,14691,1
3688,675,448,W 37 St & 10 Ave,40.75660359,-73.9979009,153,E 40 St & 5 Ave,40.75206231,-73.9816324,14956,1
3689,493,442,W 27 St & 7 Ave,40.746647,-73.993915,448,W 37 St & 10 Ave,40.75660359,-73.9979009,19463,1
3690,256,531,Forsyth St & Broome St,40.71893904,-73.99266288,410,Suffolk St & Stanton St,40.72066442,-73.98517977,16067,1
3691,2384,447,8 Ave & W 52 St,40.76370739,-73.9851615,304,Broadway & Battery Pl,40.70463334,-74.01361706,16134,2
3692,1464,301,E 2 St & Avenue B,40.72217444,-73.98368779,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17801,1
3693,726,455,1 Ave & E 44 St,40.75001986,-73.96905301,492,W 33 St & 7 Ave,40.75019995,-73.99093085,19061,1
3694,586,357,E 11 St & Broadway,40.73261787,-73.99158043,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,15715,1
3695,389,490,8 Ave & W 33 St,40.751551,-73.993934,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,18606,1
3696,340,446,W 24 St & 7 Ave,40.74487634,-73.99529885,489,10 Ave & W 28 St,40.75066386,-74.00176802,18205,1
3697,1456,392,Jay St & Tech Pl,40.695065,-73.987167,297,E 15 St & 3 Ave,40.734232,-73.986923,17834,1
3698,1387,376,John St & William St,40.70862144,-74.00722156,482,W 15 St & 7 Ave,40.73935542,-73.99931783,14625,2
3699,1149,523,W 38 St & 8 Ave,40.75466591,-73.99138152,174,E 25 St & 1 Ave,40.7381765,-73.97738662,17669,2
3700,698,509,9 Ave & W 22 St,40.7454973,-74.00197139,523,W 38 St & 8 Ave,40.75466591,-73.99138152,16601,1
3701,582,417,Barclay St & Church St,40.71291224,-74.01020234,308,St James Pl & Oliver St,40.71307916,-73.99851193,17114,2
3702,544,519,Pershing Square North,40.751873,-73.977706,488,W 39 St & 9 Ave,40.75645824,-73.99372222,20205,1
3703,492,303,Mercer St & Spring St,40.72362738,-73.99949601,254,W 11 St & 6 Ave,40.73532427,-73.99800419,18418,1
3704,492,242,Flushing Ave & Carlton Ave,40.69788349,-73.97350332,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,16568,1
3705,387,453,W 22 St & 8 Ave,40.74475148,-73.99915362,442,W 27 St & 7 Ave,40.746647,-73.993915,14886,2
3706,231,375,Mercer St & Bleecker St,40.72679454,-73.99695094,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,18368,1
3707,175,294,Washington Square E,40.73049393,-73.9957214,375,Mercer St & Bleecker St,40.72679454,-73.99695094,19154,1
3708,1257,263,Elizabeth St & Hester St,40.71729,-73.996375,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18731,1
3709,727,474,5 Ave & E 29 St,40.7451677,-73.98683077,293,Lafayette St & E 8 St,40.73028666,-73.9907647,15607,2
3710,644,308,St James Pl & Oliver St,40.71307916,-73.99851193,342,Columbia St & Rivington St,40.71739973,-73.98016555,19114,2
3711,536,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,483,E 12 St & 3 Ave,40.73223272,-73.98889957,19078,1
3712,485,515,W 43 St & 10 Ave,40.76009437,-73.99461843,173,Broadway & W 49 St,40.76064679,-73.98442659,20912,1
3713,447,362,Broadway & W 37 St,40.75172632,-73.98753523,466,W 25 St & 6 Ave,40.74395411,-73.99144871,17619,1
3714,287,533,Broadway & W 39 St,40.75299641,-73.98721619,153,E 40 St & 5 Ave,40.75206231,-73.9816324,14819,1
3715,2423,431,Hanover Pl & Livingston St,40.68864636,-73.98263429,431,Hanover Pl & Livingston St,40.68864636,-73.98263429,21005,2
3716,655,503,E 20 St & Park Ave,40.73827428,-73.98751968,442,W 27 St & 7 Ave,40.746647,-73.993915,21656,2
3717,647,304,Broadway & Battery Pl,40.70463334,-74.01361706,330,Reade St & Broadway,40.71450451,-74.00562789,14661,2
3718,295,385,E 55 St & 2 Ave,40.75797322,-73.96603308,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,18960,1
3719,202,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,19066,1
3720,1489,406,Hicks St & Montague St,40.69512845,-73.99595065,147,Greenwich St & Warren St,40.71542197,-74.01121978,18404,1
3721,1281,478,11 Ave & W 41 St,40.76030096,-73.99884222,533,Broadway & W 39 St,40.75299641,-73.98721619,19801,1
3722,967,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,474,5 Ave & E 29 St,40.7451677,-73.98683077,15781,1
3723,544,497,E 17 St & Broadway,40.73704984,-73.99009296,446,W 24 St & 7 Ave,40.74487634,-73.99529885,16336,2
3724,467,379,W 31 St & 7 Ave,40.749156,-73.9916,496,E 16 St & 5 Ave,40.73726186,-73.99238967,17174,1
3725,361,463,9 Ave & W 16 St,40.74206539,-74.00443172,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,17333,1
3726,351,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,375,Mercer St & Bleecker St,40.72679454,-73.99695094,18347,1
3727,298,386,Centre St & Worth St,40.71494807,-74.00234482,417,Barclay St & Church St,40.71291224,-74.01020234,19966,1
3728,1708,392,Jay St & Tech Pl,40.695065,-73.987167,435,W 21 St & 6 Ave,40.74173969,-73.99415556,19389,1
3729,1568,441,E 52 St & 2 Ave,40.756014,-73.967416,469,Broadway & W 53 St,40.76344058,-73.98268129,17092,1
3730,975,545,E 23 St & 1 Ave,40.736502,-73.97809472,446,W 24 St & 7 Ave,40.74487634,-73.99529885,17533,1
3731,908,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,474,5 Ave & E 29 St,40.7451677,-73.98683077,18068,1
3732,895,410,Suffolk St & Stanton St,40.72066442,-73.98517977,497,E 17 St & Broadway,40.73704984,-73.99009296,16067,1
3733,762,430,York St & Jay St,40.7014851,-73.98656928,467,Dean St & 4 Ave,40.68312489,-73.97895137,20651,1
3734,517,448,W 37 St & 10 Ave,40.75660359,-73.9979009,509,9 Ave & W 22 St,40.7454973,-74.00197139,15542,1
3735,433,433,E 13 St & Avenue A,40.72955361,-73.98057249,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,19727,1
3736,382,164,E 47 St & 2 Ave,40.75323098,-73.97032517,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,20846,2
3737,364,307,Canal St & Rutgers St,40.71427487,-73.98990025,473,Rivington St & Chrystie St,40.72110063,-73.9919254,20993,1
3738,355,520,W 52 St & 5 Ave,40.75992262,-73.97648516,485,W 37 St & 5 Ave,40.75038009,-73.98338988,14918,1
3739,644,444,Broadway & W 24 St,40.7423543,-73.98915076,477,W 41 St & 8 Ave,40.75640548,-73.9900262,16318,1
3740,510,285,Broadway & E 14 St,40.73454567,-73.99074142,294,Washington Square E,40.73049393,-73.9957214,19046,1
3741,457,505,6 Ave & W 33 St,40.74901271,-73.98848395,477,W 41 St & 8 Ave,40.75640548,-73.9900262,21683,1
3742,370,465,Broadway & W 41 St,40.75513557,-73.98658032,486,Broadway & W 29 St,40.7462009,-73.98855723,15354,2
3743,306,376,John St & William St,40.70862144,-74.00722156,534,Water - Whitehall Plaza,40.70255065,-74.0127234,19593,1
3744,297,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,403,E 2 St & 2 Ave,40.72502876,-73.99069656,14674,1
3745,697,362,Broadway & W 37 St,40.75172632,-73.98753523,478,11 Ave & W 41 St,40.76030096,-73.99884222,15000,1
3746,513,504,1 Ave & E 15 St,40.73221853,-73.98165557,229,Great Jones St,40.72743423,-73.99379025,17722,1
3747,424,515,W 43 St & 10 Ave,40.76009437,-73.99461843,512,W 29 St & 9 Ave,40.7500727,-73.99839279,17692,1
3748,413,432,E 7 St & Avenue A,40.72621788,-73.98379855,335,Washington Pl & Broadway,40.72903917,-73.99404649,19900,2
3749,408,496,E 16 St & 5 Ave,40.73726186,-73.99238967,444,Broadway & W 24 St,40.7423543,-73.98915076,15312,1
3750,375,493,W 45 St & 6 Ave,40.7568001,-73.98291153,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,21191,1
3751,192,160,E 37 St & Lexington Ave,40.748238,-73.978311,546,E 30 St & Park Ave S,40.74444921,-73.98303529,15941,1
3752,1058,465,Broadway & W 41 St,40.75513557,-73.98658032,497,E 17 St & Broadway,40.73704984,-73.99009296,16424,1
3753,517,261,Johnson St & Gold St,40.69474881,-73.98362464,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,16626,1
3754,294,509,9 Ave & W 22 St,40.7454973,-74.00197139,435,W 21 St & 6 Ave,40.74173969,-73.99415556,17784,1
3755,1108,450,W 49 St & 8 Ave,40.76227205,-73.98788205,500,Broadway & W 51 St,40.76228826,-73.98336183,18782,1
3756,715,310,State St & Smith St,40.68926942,-73.98912867,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,16068,1
3757,624,285,Broadway & E 14 St,40.73454567,-73.99074142,2012,E 27 St & 1 Ave,40.739445,-73.976806,16339,1
3758,529,418,Front St & Gold St,40.70224,-73.982578,322,Clinton St & Tillary St,40.696192,-73.991218,18296,2
3759,245,482,W 15 St & 7 Ave,40.73935542,-73.99931783,212,W 16 St & The High Line,40.74334935,-74.00681753,15509,1
3760,211,267,Broadway & W 36 St,40.75097711,-73.98765428,465,Broadway & W 41 St,40.75513557,-73.98658032,19251,1
3761,1254,330,Reade St & Broadway,40.71450451,-74.00562789,330,Reade St & Broadway,40.71450451,-74.00562789,20124,2
3762,830,402,Broadway & E 22 St,40.7403432,-73.98955109,379,W 31 St & 7 Ave,40.749156,-73.9916,16446,1
3763,754,463,9 Ave & W 16 St,40.74206539,-74.00443172,297,E 15 St & 3 Ave,40.734232,-73.986923,19625,1
3764,720,296,Division St & Bowery,40.71413089,-73.9970468,349,Rivington St & Ridge St,40.71850211,-73.98329859,16477,1
3765,491,293,Lafayette St & E 8 St,40.73028666,-73.9907647,251,Mott St & Prince St,40.72317958,-73.99480012,15418,1
3766,424,347,W Houston St & Hudson St,40.72873888,-74.00748842,405,Washington St & Gansevoort St,40.739323,-74.008119,16978,2
3767,331,295,Pike St & E Broadway,40.71406667,-73.99293911,291,Madison St & Montgomery St,40.713126,-73.984844,14558,1
3768,189,349,Rivington St & Ridge St,40.71850211,-73.98329859,401,Allen St & Rivington St,40.72019576,-73.98997825,19140,1
3769,160,388,W 26 St & 10 Ave,40.74971775,-74.00295035,494,W 26 St & 8 Ave,40.74734825,-73.99723551,19594,1
3770,893,160,E 37 St & Lexington Ave,40.748238,-73.978311,461,E 20 St & 2 Ave,40.73587678,-73.98205027,20801,1
3771,533,528,2 Ave & E 31 St,40.74290902,-73.97706058,237,E 11 St & 2 Ave,40.73047309,-73.98672378,19187,2
3772,468,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,377,6 Ave & Canal St,40.72243797,-74.00566443,21217,1
3773,462,293,Lafayette St & E 8 St,40.73028666,-73.9907647,461,E 20 St & 2 Ave,40.73587678,-73.98205027,17910,1
3774,169,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,127,Barrow St & Hudson St,40.73172428,-74.00674436,17333,1
3775,990,461,E 20 St & 2 Ave,40.73587678,-73.98205027,305,E 58 St & 3 Ave,40.76095756,-73.96724467,16350,1
3776,719,449,W 52 St & 9 Ave,40.76461837,-73.98789473,448,W 37 St & 10 Ave,40.75660359,-73.9979009,19059,2
3777,476,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,21602,1
3778,403,335,Washington Pl & Broadway,40.72903917,-73.99404649,251,Mott St & Prince St,40.72317958,-73.99480012,17109,1
3779,283,259,South St & Whitehall St,40.70122128,-74.01234218,351,Front St & Maiden Ln,40.70530954,-74.00612572,16099,1
3780,274,393,E 5 St & Avenue C,40.72299208,-73.97995466,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,14559,1
3781,172,401,Allen St & Rivington St,40.72019576,-73.98997825,473,Rivington St & Chrystie St,40.72110063,-73.9919254,16891,1
3782,1030,435,W 21 St & 6 Ave,40.74173969,-73.99415556,128,MacDougal St & Prince St,40.72710258,-74.00297088,17340,1
3783,453,526,E 33 St & 5 Ave,40.74765947,-73.98490707,456,E 53 St & Madison Ave,40.7597108,-73.97402311,17165,1
3784,371,150,E 2 St & Avenue C,40.7208736,-73.98085795,229,Great Jones St,40.72743423,-73.99379025,16945,1
3785,284,402,Broadway & E 22 St,40.7403432,-73.98955109,285,Broadway & E 14 St,40.73454567,-73.99074142,18228,1
3786,1710,526,E 33 St & 5 Ave,40.74765947,-73.98490707,492,W 33 St & 7 Ave,40.75019995,-73.99093085,16984,1
3787,563,469,Broadway & W 53 St,40.76344058,-73.98268129,359,E 47 St & Park Ave,40.75510267,-73.97498696,17560,1
3788,471,447,8 Ave & W 52 St,40.76370739,-73.9851615,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,17262,1
3789,382,153,E 40 St & 5 Ave,40.75206231,-73.9816324,510,W 51 St & 6 Ave,40.7606597,-73.98042047,14832,1
3790,631,466,W 25 St & 6 Ave,40.74395411,-73.99144871,507,E 25 St & 2 Ave,40.73912601,-73.97973776,14811,1
3791,616,519,Pershing Square North,40.751873,-73.977706,497,E 17 St & Broadway,40.73704984,-73.99009296,14610,1
3792,581,450,W 49 St & 8 Ave,40.76227205,-73.98788205,521,8 Ave & W 31 St,40.75044999,-73.99481051,17461,1
3793,568,509,9 Ave & W 22 St,40.7454973,-74.00197139,379,W 31 St & 7 Ave,40.749156,-73.9916,19054,1
3794,494,477,W 41 St & 8 Ave,40.75640548,-73.9900262,519,Pershing Square North,40.751873,-73.977706,17643,1
3795,438,402,Broadway & E 22 St,40.7403432,-73.98955109,505,6 Ave & W 33 St,40.74901271,-73.98848395,18840,1
3796,522,308,St James Pl & Oliver St,40.71307916,-73.99851193,401,Allen St & Rivington St,40.72019576,-73.98997825,17114,1
3797,450,521,8 Ave & W 31 St,40.75044999,-73.99481051,458,11 Ave & W 27 St,40.751396,-74.005226,19977,1
3798,424,229,Great Jones St,40.72743423,-73.99379025,301,E 2 St & Avenue B,40.72217444,-73.98368779,21414,1
3799,235,479,9 Ave & W 45 St,40.76019252,-73.9912551,508,W 46 St & 11 Ave,40.76341379,-73.99667444,19803,1
3800,1178,450,W 49 St & 8 Ave,40.76227205,-73.98788205,212,W 16 St & The High Line,40.74334935,-74.00681753,18981,2
3801,1129,393,E 5 St & Avenue C,40.72299208,-73.97995466,404,9 Ave & W 14 St,40.7405826,-74.00550867,21605,1
3802,458,402,Broadway & E 22 St,40.7403432,-73.98955109,368,Carmine St & 6 Ave,40.73038599,-74.00214988,18844,1
3803,2673,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,505,6 Ave & W 33 St,40.74901271,-73.98848395,20530,2
3804,1949,444,Broadway & W 24 St,40.7423543,-73.98915076,529,W 42 St & 8 Ave,40.7575699,-73.99098507,15930,1
3805,1208,411,E 6 St & Avenue D,40.72228087,-73.97668709,382,University Pl & E 14 St,40.73492695,-73.99200509,20501,1
3806,968,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,508,W 46 St & 11 Ave,40.76341379,-73.99667444,20846,1
3807,711,2012,E 27 St & 1 Ave,40.739445,-73.976806,237,E 11 St & 2 Ave,40.73047309,-73.98672378,14881,1
3808,563,465,Broadway & W 41 St,40.75513557,-73.98658032,497,E 17 St & Broadway,40.73704984,-73.99009296,16712,1
3809,443,340,Madison St & Clinton St,40.71269042,-73.98776323,224,Spruce St & Nassau St,40.71146364,-74.00552427,20616,1
3810,379,473,Rivington St & Chrystie St,40.72110063,-73.9919254,250,Lafayette St & Jersey St,40.72456089,-73.99565293,20993,1
3811,352,237,E 11 St & 2 Ave,40.73047309,-73.98672378,403,E 2 St & 2 Ave,40.72502876,-73.99069656,15733,2
3812,334,498,Broadway & W 32 St,40.74854862,-73.98808416,546,E 30 St & Park Ave S,40.74444921,-73.98303529,17187,1
3813,329,386,Centre St & Worth St,40.71494807,-74.00234482,417,Barclay St & Church St,40.71291224,-74.01020234,21211,1
3814,195,474,5 Ave & E 29 St,40.7451677,-73.98683077,474,5 Ave & E 29 St,40.7451677,-73.98683077,14766,2
3815,670,435,W 21 St & 6 Ave,40.74173969,-73.99415556,493,W 45 St & 6 Ave,40.7568001,-73.98291153,19720,1
3816,552,195,Liberty St & Broadway,40.70905623,-74.01043382,329,Greenwich St & N Moore St,40.72043411,-74.01020609,19639,1
3817,428,293,Lafayette St & E 8 St,40.73028666,-73.9907647,393,E 5 St & Avenue C,40.72299208,-73.97995466,18550,1
3818,273,174,E 25 St & 1 Ave,40.7381765,-73.97738662,528,2 Ave & E 31 St,40.74290902,-73.97706058,18454,1
3819,1196,442,W 27 St & 7 Ave,40.746647,-73.993915,472,E 32 St & Park Ave,40.7457121,-73.98194829,16346,2
3820,1000,2012,E 27 St & 1 Ave,40.739445,-73.976806,533,Broadway & W 39 St,40.75299641,-73.98721619,16339,2
3821,418,459,W 20 St & 11 Ave,40.746745,-74.007756,405,Washington St & Gansevoort St,40.739323,-74.008119,17280,2
3822,330,525,W 34 St & 11 Ave,40.75594159,-74.0021163,488,W 39 St & 9 Ave,40.75645824,-73.99372222,16508,1
3823,1152,523,W 38 St & 8 Ave,40.75466591,-73.99138152,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,16601,1
3824,990,349,Rivington St & Ridge St,40.71850211,-73.98329859,402,Broadway & E 22 St,40.7403432,-73.98955109,15472,2
3825,540,306,Cliff St & Fulton St,40.70823502,-74.00530063,2009,Catherine St & Monroe St,40.71117444,-73.99682619,15812,1
3826,499,494,W 26 St & 8 Ave,40.74734825,-73.99723551,498,Broadway & W 32 St,40.74854862,-73.98808416,20039,2
3827,404,450,W 49 St & 8 Ave,40.76227205,-73.98788205,520,W 52 St & 5 Ave,40.75992262,-73.97648516,17488,2
3828,1150,474,5 Ave & E 29 St,40.7451677,-73.98683077,525,W 34 St & 11 Ave,40.75594159,-74.0021163,18068,2
3829,1099,402,Broadway & E 22 St,40.7403432,-73.98955109,341,Stanton St & Mangin St,40.71782143,-73.97628939,14828,1
3830,638,309,Murray St & West St,40.7149787,-74.013012,376,John St & William St,40.70862144,-74.00722156,16788,1
3831,601,341,Stanton St & Mangin St,40.71782143,-73.97628939,295,Pike St & E Broadway,40.71406667,-73.99293911,19961,1
3832,539,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,18368,1
3833,497,528,2 Ave & E 31 St,40.74290902,-73.97706058,379,W 31 St & 7 Ave,40.749156,-73.9916,17274,1
3834,244,494,W 26 St & 8 Ave,40.74734825,-73.99723551,489,10 Ave & W 28 St,40.75066386,-74.00176802,14760,1
3835,207,329,Greenwich St & N Moore St,40.72043411,-74.01020609,147,Greenwich St & Warren St,40.71542197,-74.01121978,20327,1
3836,1217,411,E 6 St & Avenue D,40.72228087,-73.97668709,444,Broadway & W 24 St,40.7423543,-73.98915076,19652,2
3837,1203,485,W 37 St & 5 Ave,40.75038009,-73.98338988,342,Columbia St & Rivington St,40.71739973,-73.98016555,17805,1
3838,623,386,Centre St & Worth St,40.71494807,-74.00234482,340,Madison St & Clinton St,40.71269042,-73.98776323,19583,2
3839,597,465,Broadway & W 41 St,40.75513557,-73.98658032,478,11 Ave & W 41 St,40.76030096,-73.99884222,21398,1
3840,586,527,E 33 St & 2 Ave,40.744023,-73.976056,379,W 31 St & 7 Ave,40.749156,-73.9916,15756,1
3841,504,426,West St & Chambers St,40.71754834,-74.01322069,3002,South End Ave & Liberty St,40.711512,-74.015756,17180,2
3842,471,174,E 25 St & 1 Ave,40.7381765,-73.97738662,474,5 Ave & E 29 St,40.7451677,-73.98683077,18762,1
3843,307,546,E 30 St & Park Ave S,40.74444921,-73.98303529,379,W 31 St & 7 Ave,40.749156,-73.9916,17187,1
3844,1767,310,State St & Smith St,40.68926942,-73.98912867,435,W 21 St & 6 Ave,40.74173969,-73.99415556,19985,1
3845,823,357,E 11 St & Broadway,40.73261787,-73.99158043,462,W 22 St & 10 Ave,40.74691959,-74.00451887,16326,1
3846,799,483,E 12 St & 3 Ave,40.73223272,-73.98889957,263,Elizabeth St & Hester St,40.71729,-73.996375,19078,2
3847,644,497,E 17 St & Broadway,40.73704984,-73.99009296,394,E 9 St & Avenue C,40.72521311,-73.97768752,15286,1
3848,563,250,Lafayette St & Jersey St,40.72456089,-73.99565293,311,Norfolk St & Broome St,40.7172274,-73.98802084,17123,2
3849,1399,457,Broadway & W 58 St,40.76695317,-73.98169333,168,W 18 St & 6 Ave,40.73971301,-73.99456405,16468,1
