,index,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1179,2347,297,9/1/2015 07:07:56,9/1/2015 07:12:54,477,W 41 St & 8 Ave,40.75640548,-73.9900262,495,W 47 St & 10 Ave,40.76269882,-73.99301222,23595,Subscriber,1985.0,2
1180,2349,415,9/1/2015 07:07:58,9/1/2015 07:14:54,488,W 39 St & 9 Ave,40.75645824,-73.99372222,508,W 46 St & 11 Ave,40.76341379,-73.99667444,17334,Subscriber,1954.0,1
1181,2352,462,9/1/2015 07:08:02,9/1/2015 07:15:44,238,Bank St & Washington St,40.7361967,-74.00859207,146,Hudson St & Reade St,40.71625008,-74.0091059,23894,Customer,,0
1182,2353,586,9/1/2015 07:08:04,9/1/2015 07:17:51,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,440,E 45 St & 3 Ave,40.75255434,-73.97282625,19283,Subscriber,1967.0,1
1183,2354,1444,9/1/2015 07:08:04,9/1/2015 07:32:08,512,W 29 St & 9 Ave,40.750072700000004,-73.99839279,147,Greenwich St & Warren St,40.71542197,-74.01121978,22063,Subscriber,1986.0,2
1184,2358,374,9/1/2015 07:08:12,9/1/2015 07:14:27,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,463,9 Ave & W 16 St,40.74206539,-74.00443172,23564,Subscriber,1973.0,1
1185,2360,156,9/1/2015 07:08:15,9/1/2015 07:10:52,362,Broadway & W 37 St,40.75172632,-73.98753523,485,W 37 St & 5 Ave,40.75038009,-73.98338988,16577,Subscriber,1971.0,1
1186,2361,624,9/1/2015 07:08:12,9/1/2015 07:18:37,527,E 33 St & 2 Ave,40.744023,-73.976056,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,24101,Subscriber,1992.0,1
1187,2362,472,9/1/2015 07:08:15,9/1/2015 07:16:07,358,Christopher St & Greenwich St,40.73291553,-74.00711384,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,17833,Subscriber,1985.0,1
1188,2365,492,9/1/2015 07:08:19,9/1/2015 07:16:31,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,510,W 51 St & 6 Ave,40.7606597,-73.98042047,17640,Subscriber,1953.0,1
1189,2366,907,9/1/2015 07:08:21,9/1/2015 07:23:28,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,456,E 53 St & Madison Ave,40.75971079999999,-73.97402311,21809,Subscriber,1967.0,1
1190,2367,1260,9/1/2015 07:08:20,9/1/2015 07:29:20,478,11 Ave & W 41 St,40.76030096,-73.99884222,305,E 58 St & 3 Ave,40.76095756,-73.96724467,14544,Subscriber,1957.0,1
1191,2370,619,9/1/2015 07:08:28,9/1/2015 07:18:47,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,17715,Subscriber,1986.0,1
1192,2371,327,9/1/2015 07:08:30,9/1/2015 07:13:58,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,325,E 19 St & 3 Ave,40.73624527,-73.98473765,20102,Subscriber,1985.0,1
1193,2373,577,9/1/2015 07:08:33,9/1/2015 07:18:10,379,W 31 St & 7 Ave,40.749156,-73.9916,440,E 45 St & 3 Ave,40.75255434,-73.97282625,19993,Subscriber,1962.0,2
1194,2382,914,9/1/2015 07:08:50,9/1/2015 07:24:04,487,E 20 St & FDR Drive,40.73314259,-73.97573881,167,E 39 St & 3 Ave,40.7489006,-73.97604882,16085,Subscriber,1948.0,2
1195,2383,367,9/1/2015 07:08:50,9/1/2015 07:14:58,515,W 43 St & 10 Ave,40.76009437,-73.99461843,173,Broadway & W 49 St,40.76064679,-73.98442659,20743,Subscriber,1962.0,1
1196,2386,736,9/1/2015 07:09:00,9/1/2015 07:21:17,301,E 2 St & Avenue B,40.72217444,-73.98368779,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,23597,Subscriber,1986.0,1
1197,2387,792,9/1/2015 07:09:00,9/1/2015 07:22:13,495,W 47 St & 10 Ave,40.76269882,-73.99301222,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,19644,Subscriber,1976.0,1
1198,2389,694,9/1/2015 07:09:05,9/1/2015 07:20:39,480,W 53 St & 10 Ave,40.76669671,-73.99061728,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,24340,Subscriber,1981.0,1
1199,2391,445,9/1/2015 07:09:11,9/1/2015 07:16:36,486,Broadway & W 29 St,40.7462009,-73.98855723,253,W 13 St & 5 Ave,40.73543934,-73.99453948,18762,Subscriber,1968.0,1
1200,2392,374,9/1/2015 07:09:12,9/1/2015 07:15:27,3223,E 55 St & 3 Ave,40.758996559605116,-73.96865397691727,517,Pershing Square South,40.751581,-73.97791,23458,Subscriber,1977.0,1
1201,2394,558,9/1/2015 07:09:11,9/1/2015 07:18:30,523,W 38 St & 8 Ave,40.75466591,-73.99138152,491,E 24 St & Park Ave S,40.74096374,-73.98602213,18778,Subscriber,1985.0,1
1202,2403,269,9/1/2015 07:09:22,9/1/2015 07:13:52,317,E 6 St & Avenue B,40.72453734,-73.98185424,428,E 3 St & 1 Ave,40.72467721,-73.98783413,16416,Subscriber,1980.0,2
1203,2408,617,9/1/2015 07:09:30,9/1/2015 07:19:47,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,493,W 45 St & 6 Ave,40.7568001,-73.98291153,16432,Subscriber,1956.0,1
1204,2409,164,9/1/2015 07:09:33,9/1/2015 07:12:18,268,Howard St & Centre St,40.71910537,-73.99973337,377,6 Ave & Canal St,40.72243797,-74.00566443,15425,Subscriber,1971.0,1
1205,2410,475,9/1/2015 07:09:32,9/1/2015 07:17:28,386,Centre St & Worth St,40.71494807,-74.00234482,309,Murray St & West St,40.7149787,-74.013012,23591,Subscriber,1953.0,1
1206,2413,1454,9/1/2015 07:09:35,9/1/2015 07:33:50,498,Broadway & W 32 St,40.74854862,-73.98808416,499,Broadway & W 60 St,40.76915505,-73.98191841,23520,Customer,,0
1207,2414,1849,9/1/2015 07:09:37,9/1/2015 07:40:26,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,545,E 23 St & 1 Ave,40.736502,-73.97809472,17754,Subscriber,1971.0,2
1208,2415,469,9/1/2015 07:09:42,9/1/2015 07:17:32,487,E 20 St & FDR Drive,40.73314259,-73.97573881,503,E 20 St & Park Ave,40.73827428,-73.98751968,17900,Subscriber,1970.0,1
1209,2416,335,9/1/2015 07:09:41,9/1/2015 07:15:16,485,W 37 St & 5 Ave,40.75038009,-73.98338988,359,E 47 St & Park Ave,40.75510267,-73.97498696,17826,Subscriber,1963.0,1
1210,2418,647,9/1/2015 07:09:41,9/1/2015 07:20:29,446,W 24 St & 7 Ave,40.74487634,-73.99529885,153,E 40 St & 5 Ave,40.752062306999996,-73.9816324043,20793,Subscriber,1977.0,1
1211,2419,341,9/1/2015 07:09:45,9/1/2015 07:15:26,480,W 53 St & 10 Ave,40.76669671,-73.99061728,500,Broadway & W 51 St,40.76228826,-73.98336183,20822,Subscriber,1978.0,1
1212,2421,1866,9/1/2015 07:09:45,9/1/2015 07:40:51,3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,519,Pershing Square North,40.751872999999996,-73.97770600000001,22018,Subscriber,1984.0,2
1213,2422,146,9/1/2015 07:09:46,9/1/2015 07:12:12,330,Reade St & Broadway,40.71450451,-74.00562789,417,Barclay St & Church St,40.71291224,-74.01020234,23622,Subscriber,1983.0,1
1214,2424,951,9/1/2015 07:09:50,9/1/2015 07:25:41,243,Fulton St & Rockwell Pl,40.688226,-73.979382,376,John St & William St,40.70862144,-74.00722156,23059,Subscriber,1983.0,1
1215,2425,1444,9/1/2015 07:09:54,9/1/2015 07:33:58,3104,Kent Ave & N 7 St,40.72057658,-73.96150225,3104,Kent Ave & N 7 St,40.72057658,-73.96150225,22044,Subscriber,1987.0,1
1216,2426,670,9/1/2015 07:09:58,9/1/2015 07:21:08,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,510,W 51 St & 6 Ave,40.7606597,-73.98042047,22975,Subscriber,1957.0,1
1217,2430,1147,9/1/2015 07:10:03,9/1/2015 07:29:11,458,11 Ave & W 27 St,40.751396,-74.00522600000001,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,23370,Subscriber,1968.0,2
1218,2432,618,9/1/2015 07:10:05,9/1/2015 07:20:23,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,513,W 56 St & 10 Ave,40.768254,-73.988639,22274,Subscriber,1960.0,1
1219,2435,518,9/1/2015 07:10:17,9/1/2015 07:18:55,514,12 Ave & W 40 St,40.76087502,-74.00277668,450,W 49 St & 8 Ave,40.76227205,-73.98788205,23771,Subscriber,1988.0,1
1220,2437,259,9/1/2015 07:10:19,9/1/2015 07:14:38,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,250,Lafayette St & Jersey St,40.72456089,-73.99565293,19915,Subscriber,1979.0,1
1221,2438,2271,9/1/2015 07:10:23,9/1/2015 07:48:15,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,337,Old Slip & Front St,40.703799200000006,-74.00838676,17440,Subscriber,1993.0,1
1222,2439,383,9/1/2015 07:10:23,9/1/2015 07:16:46,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,21076,Subscriber,1991.0,1
1223,2440,746,9/1/2015 07:10:26,9/1/2015 07:22:52,3158,W 63 St & Broadway,40.77163851,-73.98261428,517,Pershing Square South,40.751581,-73.97791,21142,Subscriber,1989.0,1
1224,2441,215,9/1/2015 07:10:29,9/1/2015 07:14:04,433,E 13 St & Avenue A,40.72955361,-73.98057249,297,E 15 St & 3 Ave,40.734232,-73.986923,19143,Subscriber,1984.0,1
1225,2442,1009,9/1/2015 07:10:32,9/1/2015 07:27:22,423,W 54 St & 9 Ave,40.76584941,-73.98690506,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20106,Subscriber,1973.0,2
1226,2444,2945,9/1/2015 07:10:40,9/1/2015 07:59:46,351,Front St & Maiden Ln,40.70530954,-74.00612572,315,South St & Gouverneur Ln,40.70355377,-74.00670227,22484,Subscriber,1981.0,1
1227,2445,375,9/1/2015 07:10:42,9/1/2015 07:16:57,347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,405,Washington St & Gansevoort St,40.739323,-74.008119,19982,Subscriber,1978.0,1
1228,2449,163,9/1/2015 07:10:45,9/1/2015 07:13:28,524,W 43 St & 6 Ave,40.75527307,-73.98316936,510,W 51 St & 6 Ave,40.7606597,-73.98042047,23267,Subscriber,1979.0,1
1229,2451,652,9/1/2015 07:10:49,9/1/2015 07:21:42,453,W 22 St & 8 Ave,40.74475148,-73.99915362,545,E 23 St & 1 Ave,40.736502,-73.97809472,17165,Subscriber,1982.0,1
1230,2452,304,9/1/2015 07:10:57,9/1/2015 07:16:01,449,W 52 St & 9 Ave,40.76461837,-73.98789473,520,W 52 St & 5 Ave,40.75992262,-73.97648516,15671,Subscriber,1975.0,1
1231,2454,245,9/1/2015 07:10:59,9/1/2015 07:15:04,394,E 9 St & Avenue C,40.72521311,-73.97768752,504,1 Ave & E 15 St,40.73221853,-73.98165557,23016,Subscriber,1975.0,1
1232,2461,1087,9/1/2015 07:11:18,9/1/2015 07:29:26,517,Pershing Square South,40.751581,-73.97791,195,Liberty St & Broadway,40.70905623,-74.01043382,22259,Subscriber,1973.0,1
1233,2463,304,9/1/2015 07:11:24,9/1/2015 07:16:29,531,Forsyth St & Broome St,40.71893904,-73.99266288,268,Howard St & Centre St,40.71910537,-73.99973337,19990,Subscriber,1990.0,2
1234,2464,306,9/1/2015 07:11:27,9/1/2015 07:16:33,462,W 22 St & 10 Ave,40.74691959,-74.00451887,435,W 21 St & 6 Ave,40.74173969,-73.99415556,16059,Subscriber,1978.0,1
1235,2466,584,9/1/2015 07:11:27,9/1/2015 07:21:11,465,Broadway & W 41 St,40.75513557,-73.98658032,305,E 58 St & 3 Ave,40.76095756,-73.96724467,19022,Subscriber,1966.0,1
1236,2467,436,9/1/2015 07:11:29,9/1/2015 07:18:46,485,W 37 St & 5 Ave,40.75038009,-73.98338988,450,W 49 St & 8 Ave,40.76227205,-73.98788205,16577,Subscriber,1975.0,1
1237,2468,223,9/1/2015 07:11:33,9/1/2015 07:15:16,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,22111,Subscriber,1984.0,1
1238,2469,254,9/1/2015 07:11:36,9/1/2015 07:15:50,320,Leonard St & Church St,40.717571,-74.005549,147,Greenwich St & Warren St,40.71542197,-74.01121978,20878,Subscriber,1983.0,1
1239,2471,549,9/1/2015 07:11:42,9/1/2015 07:20:52,422,W 59 St & 10 Ave,40.770513,-73.988038,488,W 39 St & 9 Ave,40.75645824,-73.99372222,15757,Subscriber,1980.0,1
1240,2473,665,9/1/2015 07:11:43,9/1/2015 07:22:48,293,Lafayette St & E 8 St,40.73028666,-73.9907647,359,E 47 St & Park Ave,40.75510267,-73.97498696,24086,Subscriber,1987.0,1
1241,2474,1210,9/1/2015 07:11:46,9/1/2015 07:31:56,251,Mott St & Prince St,40.72317958,-73.99480012,362,Broadway & W 37 St,40.75172632,-73.98753523,16530,Subscriber,1986.0,1
1242,2477,928,9/1/2015 07:11:48,9/1/2015 07:27:17,383,Greenwich Ave & Charles St,40.735238,-74.000271,304,Broadway & Battery Pl,40.70463334,-74.01361706,23020,Subscriber,1989.0,1
1243,2478,1211,9/1/2015 07:11:49,9/1/2015 07:32:01,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,257,Lispenard St & Broadway,40.71939226,-74.00247214,22990,Customer,,0
1244,2479,831,9/1/2015 07:11:51,9/1/2015 07:25:43,412,Forsyth St & Canal St,40.715815500000005,-73.99422366,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,22126,Subscriber,1981.0,1
1245,2482,638,9/1/2015 07:12:04,9/1/2015 07:22:42,346,Bank St & Hudson St,40.73652889,-74.00618026,152,Warren St & Church St,40.71473993,-74.00910627,19080,Subscriber,1996.0,2
1246,2483,833,9/1/2015 07:12:06,9/1/2015 07:26:00,499,Broadway & W 60 St,40.76915505,-73.98191841,517,Pershing Square South,40.751581,-73.97791,23533,Subscriber,1970.0,1
1247,2485,518,9/1/2015 07:12:10,9/1/2015 07:20:48,346,Bank St & Hudson St,40.73652889,-74.00618026,250,Lafayette St & Jersey St,40.72456089,-73.99565293,15085,Subscriber,1984.0,2
1248,2486,304,9/1/2015 07:12:12,9/1/2015 07:17:16,505,6 Ave & W 33 St,40.74901271,-73.98848395,494,W 26 St & 8 Ave,40.74734825,-73.99723551,23356,Subscriber,1973.0,1
1249,2487,1407,9/1/2015 07:12:13,9/1/2015 07:35:41,490,8 Ave & W 33 St,40.751551,-73.993934,427,Bus Slip & State St,40.701907,-74.013942,21508,Subscriber,1968.0,1
1250,2489,1190,9/1/2015 07:12:20,9/1/2015 07:32:11,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,257,Lispenard St & Broadway,40.71939226,-74.00247214,20176,Customer,,0
1251,2490,372,9/1/2015 07:12:20,9/1/2015 07:18:32,526,E 33 St & 5 Ave,40.74765947,-73.98490707,528,2 Ave & E 31 St,40.74290902,-73.97706058,18758,Subscriber,1963.0,1
1252,2492,652,9/1/2015 07:12:25,9/1/2015 07:23:17,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,491,E 24 St & Park Ave S,40.74096374,-73.98602213,24014,Subscriber,1976.0,1
1253,2494,1072,9/1/2015 07:12:29,9/1/2015 07:30:22,305,E 58 St & 3 Ave,40.76095756,-73.96724467,435,W 21 St & 6 Ave,40.74173969,-73.99415556,17866,Subscriber,1983.0,1
1254,2496,1263,9/1/2015 07:12:30,9/1/2015 07:33:34,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,401,Allen St & Rivington St,40.72019576,-73.98997825,23212,Subscriber,1960.0,1
1255,2497,1356,9/1/2015 07:12:31,9/1/2015 07:35:07,224,Spruce St & Nassau St,40.71146364,-74.00552427,306,Cliff St & Fulton St,40.70823502,-74.00530063,15138,Subscriber,1969.0,1
1256,2498,393,9/1/2015 07:12:31,9/1/2015 07:19:05,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,17208,Subscriber,1984.0,1
1257,2502,506,9/1/2015 07:12:40,9/1/2015 07:21:06,490,8 Ave & W 33 St,40.751551,-73.993934,173,Broadway & W 49 St,40.76064679,-73.98442659,19253,Subscriber,1978.0,1
1258,2504,773,9/1/2015 07:12:42,9/1/2015 07:25:35,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,22760,Subscriber,1955.0,1
1259,2507,1041,9/1/2015 07:12:50,9/1/2015 07:30:12,143,Clinton St & Joralemon St,40.69239502,-73.99337909,147,Greenwich St & Warren St,40.71542197,-74.01121978,20185,Subscriber,1974.0,1
1260,2508,255,9/1/2015 07:12:50,9/1/2015 07:17:06,334,W 20 St & 7 Ave,40.74238787,-73.99726235,497,E 17 St & Broadway,40.73704984,-73.99009296,20777,Subscriber,1964.0,1
1261,2510,546,9/1/2015 07:12:59,9/1/2015 07:22:05,426,West St & Chambers St,40.71754834,-74.01322069,306,Cliff St & Fulton St,40.70823502,-74.00530063,14811,Subscriber,1963.0,1
1262,2512,772,9/1/2015 07:13:03,9/1/2015 07:25:55,433,E 13 St & Avenue A,40.72955361,-73.98057249,454,E 51 St & 1 Ave,40.75455731,-73.96592976,21278,Subscriber,1990.0,1
1263,2514,696,9/1/2015 07:13:09,9/1/2015 07:24:45,432,E 7 St & Avenue A,40.72621788,-73.98379855,128,MacDougal St & Prince St,40.72710258,-74.00297088,16487,Customer,,0
1264,2517,571,9/1/2015 07:13:12,9/1/2015 07:22:44,375,Mercer St & Bleecker St,40.72679454,-73.99695094,168,W 18 St & 6 Ave,40.73971301,-73.99456405,18920,Subscriber,1987.0,1
1265,2522,645,9/1/2015 07:13:18,9/1/2015 07:24:04,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,335,Washington Pl & Broadway,40.72903917,-73.99404649,19960,Subscriber,1975.0,1
1266,2523,435,9/1/2015 07:13:19,9/1/2015 07:20:34,296,Division St & Bowery,40.71413089,-73.99704679999999,147,Greenwich St & Warren St,40.71542197,-74.01121978,22597,Subscriber,1982.0,1
1267,2527,606,9/1/2015 07:13:28,9/1/2015 07:23:34,352,W 56 St & 6 Ave,40.76340613,-73.97722479,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,23230,Subscriber,1985.0,1
1268,2532,429,9/1/2015 07:13:36,9/1/2015 07:20:45,497,E 17 St & Broadway,40.73704984,-73.99009296,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,22694,Subscriber,1986.0,2
1269,2533,688,9/1/2015 07:13:37,9/1/2015 07:25:06,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,475,E 16 St & Irving Pl,40.73524276,-73.98758561,22915,Subscriber,1979.0,1
1270,2534,408,9/1/2015 07:13:37,9/1/2015 07:20:25,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,173,Broadway & W 49 St,40.76064679,-73.98442659,23803,Subscriber,1972.0,1
1271,2536,1878,9/1/2015 07:13:39,9/1/2015 07:44:57,534,Water - Whitehall Plaza,40.70255065,-74.0127234,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,23485,Subscriber,1990.0,1
1272,2538,282,9/1/2015 07:13:46,9/1/2015 07:18:28,489,10 Ave & W 28 St,40.75066386,-74.00176802,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,23211,Subscriber,1968.0,1
1273,2540,138,9/1/2015 07:13:49,9/1/2015 07:16:07,3104,Kent Ave & N 7 St,40.72057658,-73.96150225,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,14966,Subscriber,1984.0,1
1274,2541,967,9/1/2015 07:13:52,9/1/2015 07:30:00,475,E 16 St & Irving Pl,40.73524276,-73.98758561,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,22522,Subscriber,1985.0,1
1275,2544,705,9/1/2015 07:13:57,9/1/2015 07:25:42,301,E 2 St & Avenue B,40.72217444,-73.98368779,223,W 13 St & 7 Ave,40.73781509,-73.99994661,21972,Subscriber,1977.0,2
1276,2546,487,9/1/2015 07:14:00,9/1/2015 07:22:08,247,Perry St & Bleecker St,40.73535398,-74.00483091,229,Great Jones St,40.72743423,-73.99379025,15472,Subscriber,1985.0,1
1277,2547,981,9/1/2015 07:14:01,9/1/2015 07:30:23,504,1 Ave & E 15 St,40.73221853,-73.98165557,519,Pershing Square North,40.751872999999996,-73.97770600000001,22119,Subscriber,1986.0,2
1278,2555,1309,9/1/2015 07:14:08,9/1/2015 07:35:58,507,E 25 St & 2 Ave,40.73912601,-73.97973776,329,Greenwich St & N Moore St,40.72043411,-74.01020609,23039,Subscriber,1991.0,2
1279,2556,256,9/1/2015 07:14:10,9/1/2015 07:18:27,307,Canal St & Rutgers St,40.71427487,-73.98990025,268,Howard St & Centre St,40.71910537,-73.99973337,19591,Subscriber,1967.0,1
1280,2557,470,9/1/2015 07:14:12,9/1/2015 07:22:02,237,E 11 St & 2 Ave,40.73047309,-73.98672378,546,E 30 St & Park Ave S,40.74444921,-73.98303529,23247,Subscriber,1987.0,1
1281,2558,372,9/1/2015 07:14:16,9/1/2015 07:20:29,351,Front St & Maiden Ln,40.70530954,-74.00612572,147,Greenwich St & Warren St,40.71542197,-74.01121978,24211,Subscriber,1963.0,1
1282,2559,671,9/1/2015 07:14:18,9/1/2015 07:25:30,454,E 51 St & 1 Ave,40.75455731,-73.96592976,533,Broadway & W 39 St,40.75299641,-73.98721619,20096,Subscriber,1985.0,1
1283,2561,206,9/1/2015 07:14:22,9/1/2015 07:17:49,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,17634,Subscriber,1992.0,2
1284,2562,349,9/1/2015 07:14:22,9/1/2015 07:20:12,290,2 Ave & E 58 St,40.76020258,-73.96478473,164,E 47 St & 2 Ave,40.75323098,-73.97032517,17204,Subscriber,1989.0,2
1285,2564,493,9/1/2015 07:14:24,9/1/2015 07:22:38,434,9 Ave & W 18 St,40.74317449,-74.00366443,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,14973,Subscriber,1988.0,1
1286,2567,868,9/1/2015 07:14:30,9/1/2015 07:28:59,254,W 11 St & 6 Ave,40.73532427,-73.99800419,487,E 20 St & FDR Drive,40.73314259,-73.97573881,20790,Subscriber,1948.0,1
1287,2573,1802,9/1/2015 07:14:36,9/1/2015 07:44:39,471,Grand St & Havemeyer St,40.71286844,-73.95698119,493,W 45 St & 6 Ave,40.7568001,-73.98291153,23364,Subscriber,1989.0,1
1288,2574,1924,9/1/2015 07:14:42,9/1/2015 07:46:47,431,Hanover Pl & Livingston St,40.68864636,-73.98263429,3224,W 13 St & Hudson St,40.73997354103409,-74.00513872504234,23345,Subscriber,1980.0,1
1289,2575,815,9/1/2015 07:14:44,9/1/2015 07:28:20,483,E 12 St & 3 Ave,40.73223272,-73.98889957,533,Broadway & W 39 St,40.75299641,-73.98721619,15736,Subscriber,1990.0,2
1290,2581,809,9/1/2015 07:14:50,9/1/2015 07:28:20,351,Front St & Maiden Ln,40.70530954,-74.00612572,335,Washington Pl & Broadway,40.72903917,-73.99404649,23191,Subscriber,1988.0,2
1291,2582,632,9/1/2015 07:14:56,9/1/2015 07:25:29,519,Pershing Square North,40.751872999999996,-73.97770600000001,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,19068,Subscriber,1948.0,1
1292,2583,2210,9/1/2015 07:14:52,9/1/2015 07:51:43,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,530,11 Ave & W 59 St,40.771522,-73.99054100000001,23239,Subscriber,1977.0,1
1293,2589,654,9/1/2015 07:15:17,9/1/2015 07:26:11,237,E 11 St & 2 Ave,40.73047309,-73.98672378,379,W 31 St & 7 Ave,40.749156,-73.9916,21419,Subscriber,1985.0,1
1294,2591,325,9/1/2015 07:15:25,9/1/2015 07:20:51,492,W 33 St & 7 Ave,40.75019995,-73.99093085,525,W 34 St & 11 Ave,40.75594159,-74.0021163,21903,Customer,,0
1295,2592,345,9/1/2015 07:15:27,9/1/2015 07:21:13,490,8 Ave & W 33 St,40.751551,-73.993934,525,W 34 St & 11 Ave,40.75594159,-74.0021163,16442,Subscriber,1976.0,1
1296,2593,199,9/1/2015 07:15:28,9/1/2015 07:18:47,503,E 20 St & Park Ave,40.73827428,-73.98751968,297,E 15 St & 3 Ave,40.734232,-73.986923,22273,Subscriber,1992.0,2
1297,2594,598,9/1/2015 07:15:29,9/1/2015 07:25:28,223,W 13 St & 7 Ave,40.73781509,-73.99994661,505,6 Ave & W 33 St,40.74901271,-73.98848395,19682,Subscriber,1987.0,2
1298,2595,1054,9/1/2015 07:15:29,9/1/2015 07:33:04,490,8 Ave & W 33 St,40.751551,-73.993934,305,E 58 St & 3 Ave,40.76095756,-73.96724467,15877,Subscriber,1973.0,1
1299,2596,746,9/1/2015 07:15:31,9/1/2015 07:27:58,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,493,W 45 St & 6 Ave,40.7568001,-73.98291153,18134,Subscriber,1953.0,1
1300,2597,191,9/1/2015 07:15:32,9/1/2015 07:18:44,250,Lafayette St & Jersey St,40.72456089,-73.99565293,293,Lafayette St & E 8 St,40.73028666,-73.9907647,23167,Subscriber,1987.0,1
1301,2598,240,9/1/2015 07:15:36,9/1/2015 07:19:37,363,West Thames St,40.70834698,-74.01713445,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,17405,Subscriber,1978.0,1
1302,2599,783,9/1/2015 07:15:37,9/1/2015 07:28:41,383,Greenwich Ave & Charles St,40.735238,-74.000271,458,11 Ave & W 27 St,40.751396,-74.00522600000001,24191,Subscriber,1988.0,2
1303,2601,1632,9/1/2015 07:15:41,9/1/2015 07:42:54,495,W 47 St & 10 Ave,40.76269882,-73.99301222,3002,South End Ave & Liberty St,40.711512,-74.01575600000001,16616,Customer,,0
1304,2603,419,9/1/2015 07:15:46,9/1/2015 07:22:45,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,526,E 33 St & 5 Ave,40.74765947,-73.98490707,22692,Subscriber,1964.0,1
1305,2605,1764,9/1/2015 07:15:50,9/1/2015 07:45:14,499,Broadway & W 60 St,40.76915505,-73.98191841,317,E 6 St & Avenue B,40.72453734,-73.98185424,22408,Subscriber,1982.0,1
1306,2609,502,9/1/2015 07:15:57,9/1/2015 07:24:20,517,Pershing Square South,40.751581,-73.97791,461,E 20 St & 2 Ave,40.73587678,-73.98205027,23458,Subscriber,1954.0,1
1307,2610,576,9/1/2015 07:15:55,9/1/2015 07:25:32,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,513,W 56 St & 10 Ave,40.768254,-73.988639,17939,Subscriber,1967.0,1
1308,2612,311,9/1/2015 07:16:00,9/1/2015 07:21:12,513,W 56 St & 10 Ave,40.768254,-73.988639,499,Broadway & W 60 St,40.76915505,-73.98191841,19621,Subscriber,1962.0,2
1309,2614,966,9/1/2015 07:16:05,9/1/2015 07:32:11,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3086,Graham Ave & Conselyea St,40.715143,-73.944507,14935,Subscriber,1983.0,1
1310,2616,661,9/1/2015 07:16:06,9/1/2015 07:27:08,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,508,W 46 St & 11 Ave,40.76341379,-73.99667444,21541,Subscriber,1965.0,1
