,index,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
3088,6130,191,9/1/2015 08:26:24,9/1/2015 08:29:35,504,1 Ave & E 15 St,40.73221853,-73.98165557,545,E 23 St & 1 Ave,40.736502,-73.97809472,23211,Subscriber,1979.0,1
3089,6133,696,9/1/2015 08:26:27,9/1/2015 08:38:04,502,Henry St & Grand St,40.714215,-73.981346,268,Howard St & Centre St,40.71910537,-73.99973337,16889,Subscriber,1970.0,1
3090,6135,789,9/1/2015 08:26:28,9/1/2015 08:39:38,127,Barrow St & Hudson St,40.73172428,-74.00674436,388,W 26 St & 10 Ave,40.749717753,-74.002950346,22596,Subscriber,1970.0,2
3091,6137,1214,9/1/2015 08:26:32,9/1/2015 08:46:46,487,E 20 St & FDR Drive,40.73314259,-73.97573881,279,Peck Slip & Front St,40.707873,-74.00166999999999,17484,Subscriber,1971.0,1
3092,6142,512,9/1/2015 08:26:36,9/1/2015 08:35:09,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,22042,Subscriber,1970.0,1
3093,6144,347,9/1/2015 08:26:38,9/1/2015 08:32:25,167,E 39 St & 3 Ave,40.7489006,-73.97604882,267,Broadway & W 36 St,40.75097711,-73.98765428,23226,Subscriber,1975.0,1
3094,6149,1386,9/1/2015 08:26:44,9/1/2015 08:49:51,3106,Driggs Ave & N Henry St,40.72325,-73.94308000000001,312,Allen St & E Houston St,40.722055,-73.989111,23354,Customer,,0
3095,6151,1246,9/1/2015 08:26:48,9/1/2015 08:47:35,432,E 7 St & Avenue A,40.72621788,-73.98379855,359,E 47 St & Park Ave,40.75510267,-73.97498696,22110,Subscriber,1980.0,1
3096,6154,499,9/1/2015 08:26:50,9/1/2015 08:35:10,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,483,E 12 St & 3 Ave,40.73223272,-73.98889957,19365,Subscriber,1959.0,2
3097,6155,569,9/1/2015 08:26:49,9/1/2015 08:36:18,326,E 11 St & 1 Ave,40.72953837,-73.98426726,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,14866,Subscriber,1981.0,1
3098,6159,520,9/1/2015 08:26:52,9/1/2015 08:35:33,426,West St & Chambers St,40.71754834,-74.01322069,304,Broadway & Battery Pl,40.70463334,-74.01361706,23387,Subscriber,1977.0,1
3099,6160,662,9/1/2015 08:26:53,9/1/2015 08:37:55,504,1 Ave & E 15 St,40.73221853,-73.98165557,375,Mercer St & Bleecker St,40.72679454,-73.99695094,18111,Subscriber,1993.0,1
3100,6163,927,9/1/2015 08:26:56,9/1/2015 08:42:23,461,E 20 St & 2 Ave,40.73587678,-73.98205027,441,E 52 St & 2 Ave,40.756014,-73.967416,23505,Subscriber,1988.0,2
3101,6167,591,9/1/2015 08:27:01,9/1/2015 08:36:53,514,12 Ave & W 40 St,40.76087502,-74.00277668,423,W 54 St & 9 Ave,40.76584941,-73.98690506,24262,Subscriber,1970.0,1
3102,6168,248,9/1/2015 08:27:02,9/1/2015 08:31:11,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,536,1 Ave & E 30 St,40.74144387,-73.97536082,22341,Subscriber,1992.0,2
3103,6172,839,9/1/2015 08:27:08,9/1/2015 08:41:08,384,Fulton St & Washington Ave,40.683048,-73.964915,313,Washington Ave & Park Ave,40.69610226,-73.96751037,18259,Subscriber,1982.0,2
3104,6173,700,9/1/2015 08:27:10,9/1/2015 08:38:50,513,W 56 St & 10 Ave,40.768254,-73.988639,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,23084,Subscriber,1989.0,1
3105,6175,1091,9/1/2015 08:27:14,9/1/2015 08:45:25,349,Rivington St & Ridge St,40.71850211,-73.98329859,164,E 47 St & 2 Ave,40.75323098,-73.97032517,22641,Subscriber,1976.0,1
3106,6176,313,9/1/2015 08:27:16,9/1/2015 08:32:30,513,W 56 St & 10 Ave,40.768254,-73.988639,352,W 56 St & 6 Ave,40.76340613,-73.97722479,18609,Subscriber,1990.0,1
3107,6177,1424,9/1/2015 08:27:17,9/1/2015 08:51:01,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,260,Broad St & Bridge St,40.70365182,-74.01167797,24345,Subscriber,1989.0,1
3108,6179,411,9/1/2015 08:27:17,9/1/2015 08:34:08,342,Columbia St & Rivington St,40.71739973,-73.98016555,307,Canal St & Rutgers St,40.71427487,-73.98990025,23621,Subscriber,1954.0,2
3109,6180,663,9/1/2015 08:27:18,9/1/2015 08:38:22,453,W 22 St & 8 Ave,40.74475148,-73.99915362,153,E 40 St & 5 Ave,40.752062306999996,-73.9816324043,19457,Subscriber,1975.0,2
3110,6181,256,9/1/2015 08:27:18,9/1/2015 08:31:35,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,507,E 25 St & 2 Ave,40.73912601,-73.97973776,22740,Subscriber,1991.0,1
3111,6182,120,9/1/2015 08:27:20,9/1/2015 08:29:20,509,9 Ave & W 22 St,40.7454973,-74.00197139,434,9 Ave & W 18 St,40.74317449,-74.00366443,19802,Subscriber,1975.0,1
3112,6185,173,9/1/2015 08:27:21,9/1/2015 08:30:15,328,Watts St & Greenwich St,40.72405549,-74.00965965,347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,18573,Subscriber,1988.0,1
3113,6186,394,9/1/2015 08:27:21,9/1/2015 08:33:55,527,E 33 St & 2 Ave,40.744023,-73.976056,519,Pershing Square North,40.751872999999996,-73.97770600000001,16783,Subscriber,1991.0,1
3114,6187,325,9/1/2015 08:27:22,9/1/2015 08:32:47,453,W 22 St & 8 Ave,40.74475148,-73.99915362,505,6 Ave & W 33 St,40.74901271,-73.98848395,23530,Subscriber,1972.0,1
3115,6188,375,9/1/2015 08:27:23,9/1/2015 08:33:39,3106,Driggs Ave & N Henry St,40.72325,-73.94308000000001,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,19059,Subscriber,1978.0,1
3116,6190,987,9/1/2015 08:27:25,9/1/2015 08:43:52,334,W 20 St & 7 Ave,40.74238787,-73.99726235,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,15176,Subscriber,1969.0,1
3117,6191,2371,9/1/2015 08:27:26,9/1/2015 09:06:57,173,Broadway & W 49 St,40.76064679,-73.98442659,263,Elizabeth St & Hester St,40.717290000000006,-73.996375,22275,Customer,,0
3118,6193,595,9/1/2015 08:27:29,9/1/2015 08:37:24,455,1 Ave & E 44 St,40.75001986,-73.96905301,545,E 23 St & 1 Ave,40.736502,-73.97809472,14655,Subscriber,1955.0,1
3119,6194,493,9/1/2015 08:27:29,9/1/2015 08:35:42,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,457,Broadway & W 58 St,40.76695317,-73.98169333,20128,Subscriber,1979.0,1
3120,6195,533,9/1/2015 08:27:30,9/1/2015 08:36:24,477,W 41 St & 8 Ave,40.75640548,-73.9900262,468,Broadway & W 55 St,40.7652654,-73.98192338,18369,Subscriber,1983.0,1
3121,6197,230,9/1/2015 08:27:33,9/1/2015 08:31:24,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,229,Great Jones St,40.72743423,-73.99379025,16946,Subscriber,1975.0,1
3122,6201,153,9/1/2015 08:27:37,9/1/2015 08:30:11,195,Liberty St & Broadway,40.70905623,-74.01043382,260,Broad St & Bridge St,40.70365182,-74.01167797,23964,Subscriber,1976.0,1
3123,6203,1280,9/1/2015 08:27:40,9/1/2015 08:49:00,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,21760,Subscriber,1988.0,1
3124,6204,308,9/1/2015 08:27:42,9/1/2015 08:32:50,152,Warren St & Church St,40.71473993,-74.00910627,248,Laight St & Hudson St,40.72185379,-74.00771779,16848,Subscriber,1978.0,2
3125,6206,1653,9/1/2015 08:27:48,9/1/2015 08:55:22,363,West Thames St,40.70834698,-74.01713445,525,W 34 St & 11 Ave,40.75594159,-74.0021163,16596,Subscriber,1992.0,2
3126,6208,946,9/1/2015 08:27:48,9/1/2015 08:43:34,391,Clark St & Henry St,40.69760127,-73.99344559,260,Broad St & Bridge St,40.70365182,-74.01167797,24174,Subscriber,1981.0,1
3127,6209,1279,9/1/2015 08:27:50,9/1/2015 08:49:09,400,Pitt St & Stanton St,40.71926081,-73.98178024,455,1 Ave & E 44 St,40.75001986,-73.96905301,16117,Subscriber,1983.0,2
3128,6210,851,9/1/2015 08:27:51,9/1/2015 08:42:03,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,164,E 47 St & 2 Ave,40.75323098,-73.97032517,21562,Subscriber,1989.0,2
3129,6211,1263,9/1/2015 08:27:52,9/1/2015 08:48:55,3002,South End Ave & Liberty St,40.711512,-74.01575600000001,458,11 Ave & W 27 St,40.751396,-74.00522600000001,20733,Subscriber,1984.0,2
3130,6212,1405,9/1/2015 08:27:54,9/1/2015 08:51:19,531,Forsyth St & Broome St,40.71893904,-73.99266288,293,Lafayette St & E 8 St,40.73028666,-73.9907647,22150,Subscriber,1968.0,1
3131,6213,665,9/1/2015 08:27:54,9/1/2015 08:38:59,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,388,W 26 St & 10 Ave,40.749717753,-74.002950346,17832,Subscriber,1962.0,1
3132,6216,638,9/1/2015 08:27:56,9/1/2015 08:38:35,168,W 18 St & 6 Ave,40.73971301,-73.99456405,517,Pershing Square South,40.751581,-73.97791,22564,Subscriber,1962.0,1
3133,6217,518,9/1/2015 08:27:59,9/1/2015 08:36:38,465,Broadway & W 41 St,40.75513557,-73.98658032,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,23927,Subscriber,1980.0,1
3134,6218,454,9/1/2015 08:28:00,9/1/2015 08:35:34,465,Broadway & W 41 St,40.75513557,-73.98658032,474,5 Ave & E 29 St,40.7451677,-73.98683077,18922,Subscriber,1975.0,1
3135,6219,413,9/1/2015 08:27:59,9/1/2015 08:34:53,403,E 2 St & 2 Ave,40.72502876,-73.99069656,297,E 15 St & 3 Ave,40.734232,-73.986923,20614,Subscriber,1980.0,1
3136,6220,624,9/1/2015 08:28:00,9/1/2015 08:38:24,428,E 3 St & 1 Ave,40.72467721,-73.98783413,402,Broadway & E 22 St,40.740343200000005,-73.98955109,20186,Subscriber,1987.0,1
3137,6221,537,9/1/2015 08:28:00,9/1/2015 08:36:57,511,E 14 St & Avenue B,40.72938685,-73.97772429,507,E 25 St & 2 Ave,40.73912601,-73.97973776,19339,Subscriber,1983.0,2
3138,6222,348,9/1/2015 08:28:00,9/1/2015 08:33:49,195,Liberty St & Broadway,40.70905623,-74.01043382,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,23251,Subscriber,1956.0,1
3139,6226,2100,9/1/2015 08:28:02,9/1/2015 09:03:03,297,E 15 St & 3 Ave,40.734232,-73.986923,297,E 15 St & 3 Ave,40.734232,-73.986923,22578,Subscriber,1973.0,1
3140,6227,452,9/1/2015 08:28:02,9/1/2015 08:35:35,444,Broadway & W 24 St,40.742354299999995,-73.98915076,362,Broadway & W 37 St,40.75172632,-73.98753523,17745,Subscriber,1968.0,1
3141,6229,323,9/1/2015 08:28:04,9/1/2015 08:33:27,511,E 14 St & Avenue B,40.72938685,-73.97772429,497,E 17 St & Broadway,40.73704984,-73.99009296,16536,Subscriber,1985.0,1
3142,6230,379,9/1/2015 08:28:06,9/1/2015 08:34:26,466,W 25 St & 6 Ave,40.74395411,-73.99144871,362,Broadway & W 37 St,40.75172632,-73.98753523,16403,Subscriber,1966.0,1
3143,6231,995,9/1/2015 08:28:06,9/1/2015 08:44:42,445,E 10 St & Avenue A,40.72740794,-73.98142006,2010,Grand St & Greene St,40.72165481,-74.00234737,14597,Subscriber,1957.0,2
3144,6232,629,9/1/2015 08:28:05,9/1/2015 08:38:35,432,E 7 St & Avenue A,40.72621788,-73.98379855,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,20572,Subscriber,1990.0,1
3145,6234,257,9/1/2015 08:28:06,9/1/2015 08:32:24,503,E 20 St & Park Ave,40.73827428,-73.98751968,435,W 21 St & 6 Ave,40.74173969,-73.99415556,21254,Subscriber,1976.0,1
3146,6235,475,9/1/2015 08:28:09,9/1/2015 08:36:04,379,W 31 St & 7 Ave,40.749156,-73.9916,402,Broadway & E 22 St,40.740343200000005,-73.98955109,20848,Subscriber,1964.0,1
3147,6237,1712,9/1/2015 08:28:11,9/1/2015 08:56:44,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,23488,Subscriber,1987.0,1
3148,6238,897,9/1/2015 08:28:12,9/1/2015 08:43:09,394,E 9 St & Avenue C,40.72521311,-73.97768752,2010,Grand St & Greene St,40.72165481,-74.00234737,15863,Subscriber,1987.0,2
3149,6240,377,9/1/2015 08:28:12,9/1/2015 08:34:30,174,E 25 St & 1 Ave,40.7381765,-73.97738662,491,E 24 St & Park Ave S,40.74096374,-73.98602213,23623,Subscriber,1991.0,1
3150,6241,467,9/1/2015 08:28:14,9/1/2015 08:36:02,379,W 31 St & 7 Ave,40.749156,-73.9916,503,E 20 St & Park Ave,40.73827428,-73.98751968,23287,Subscriber,1987.0,1
3151,6242,623,9/1/2015 08:28:13,9/1/2015 08:38:36,502,Henry St & Grand St,40.714215,-73.981346,386,Centre St & Worth St,40.71494807,-74.00234482,14822,Subscriber,1972.0,2
3152,6243,460,9/1/2015 08:28:14,9/1/2015 08:35:54,249,Harrison St & Hudson St,40.71870987,-74.0090009,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,22021,Subscriber,1982.0,2
3153,6245,1039,9/1/2015 08:28:15,9/1/2015 08:45:35,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,519,Pershing Square North,40.751872999999996,-73.97770600000001,21280,Subscriber,1990.0,1
3154,6246,1215,9/1/2015 08:28:16,9/1/2015 08:48:31,302,Avenue D & E 3 St,40.72082834,-73.97793172,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,19422,Subscriber,1990.0,1
3155,6249,666,9/1/2015 08:28:17,9/1/2015 08:39:23,526,E 33 St & 5 Ave,40.74765947,-73.98490707,405,Washington St & Gansevoort St,40.739323,-74.008119,19759,Subscriber,1979.0,1
3156,6250,278,9/1/2015 08:28:16,9/1/2015 08:32:55,527,E 33 St & 2 Ave,40.744023,-73.976056,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,15753,Subscriber,1974.0,2
3157,6251,595,9/1/2015 08:28:18,9/1/2015 08:38:13,480,W 53 St & 10 Ave,40.76669671,-73.99061728,3158,W 63 St & Broadway,40.77163851,-73.98261428,16282,Subscriber,1989.0,2
3158,6252,458,9/1/2015 08:28:18,9/1/2015 08:35:57,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,24015,Subscriber,1986.0,2
3159,6253,1108,9/1/2015 08:28:19,9/1/2015 08:46:48,285,Broadway & E 14 St,40.73454567,-73.99074142,455,1 Ave & E 44 St,40.75001986,-73.96905301,23920,Subscriber,1982.0,1
3160,6255,216,9/1/2015 08:28:19,9/1/2015 08:31:56,3097,N Henry St & Richardson St,40.71921585,-73.94244690000001,3086,Graham Ave & Conselyea St,40.715143,-73.944507,20238,Subscriber,1982.0,2
3161,6257,627,9/1/2015 08:28:23,9/1/2015 08:38:50,250,Lafayette St & Jersey St,40.72456089,-73.99565293,168,W 18 St & 6 Ave,40.73971301,-73.99456405,22628,Subscriber,1977.0,1
3162,6262,327,9/1/2015 08:28:24,9/1/2015 08:33:52,3124,46 Ave & 5 St,40.74731,-73.95451,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,17924,Subscriber,1977.0,1
3163,6263,949,9/1/2015 08:28:26,9/1/2015 08:44:15,523,W 38 St & 8 Ave,40.75466591,-73.99138152,475,E 16 St & Irving Pl,40.73524276,-73.98758561,22765,Subscriber,1969.0,1
3164,6265,290,9/1/2015 08:28:27,9/1/2015 08:33:18,475,E 16 St & Irving Pl,40.73524276,-73.98758561,435,W 21 St & 6 Ave,40.74173969,-73.99415556,22547,Subscriber,1968.0,1
3165,6266,401,9/1/2015 08:28:27,9/1/2015 08:35:08,2009,Catherine St & Monroe St,40.71117444,-73.99682619,534,Water - Whitehall Plaza,40.70255065,-74.0127234,16506,Subscriber,1975.0,2
3166,6267,497,9/1/2015 08:28:29,9/1/2015 08:36:46,2009,Catherine St & Monroe St,40.71117444,-73.99682619,417,Barclay St & Church St,40.71291224,-74.01020234,24217,Subscriber,1983.0,2
3167,6269,427,9/1/2015 08:28:31,9/1/2015 08:35:38,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,233,Cadman Plaza W & Pierrepont St,40.69475701363877,-73.99052739143372,14772,Subscriber,1958.0,1
3168,6270,785,9/1/2015 08:28:31,9/1/2015 08:41:37,393,E 5 St & Avenue C,40.72299208,-73.97995466,358,Christopher St & Greenwich St,40.73291553,-74.00711384,18151,Subscriber,1979.0,1
3169,6273,2000,9/1/2015 08:28:39,9/1/2015 09:01:59,467,Dean St & 4 Ave,40.68312489,-73.97895137,377,6 Ave & Canal St,40.72243797,-74.00566443,24007,Subscriber,1981.0,2
3170,6276,1535,9/1/2015 08:28:41,9/1/2015 08:54:16,302,Avenue D & E 3 St,40.72082834,-73.97793172,505,6 Ave & W 33 St,40.74901271,-73.98848395,15187,Subscriber,1962.0,2
3171,6279,785,9/1/2015 08:28:42,9/1/2015 08:41:48,450,W 49 St & 8 Ave,40.76227205,-73.98788205,434,9 Ave & W 18 St,40.74317449,-74.00366443,20286,Subscriber,1985.0,1
3172,6280,1423,9/1/2015 08:28:43,9/1/2015 08:52:26,417,Barclay St & Church St,40.71291224,-74.01020234,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,23094,Subscriber,1989.0,1
3173,6281,94,9/1/2015 08:28:42,9/1/2015 08:30:16,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,250,Lafayette St & Jersey St,40.72456089,-73.99565293,23899,Subscriber,1978.0,1
3174,6282,670,9/1/2015 08:28:45,9/1/2015 08:39:55,128,MacDougal St & Prince St,40.72710258,-74.00297088,376,John St & William St,40.70862144,-74.00722156,15912,Subscriber,1986.0,2
3175,6286,444,9/1/2015 08:28:48,9/1/2015 08:36:13,513,W 56 St & 10 Ave,40.768254,-73.988639,173,Broadway & W 49 St,40.76064679,-73.98442659,18974,Subscriber,1983.0,1
3176,6288,1010,9/1/2015 08:28:50,9/1/2015 08:45:40,458,11 Ave & W 27 St,40.751396,-74.00522600000001,447,8 Ave & W 52 St,40.76370739,-73.9851615,19324,Subscriber,1987.0,1
3177,6294,243,9/1/2015 08:28:55,9/1/2015 08:32:59,401,Allen St & Rivington St,40.72019576,-73.98997825,401,Allen St & Rivington St,40.72019576,-73.98997825,19825,Subscriber,1991.0,2
3178,6298,545,9/1/2015 08:28:56,9/1/2015 08:38:01,426,West St & Chambers St,40.71754834,-74.01322069,128,MacDougal St & Prince St,40.72710258,-74.00297088,16882,Subscriber,1990.0,2
3179,6299,691,9/1/2015 08:28:58,9/1/2015 08:40:30,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,3065,Union Ave & Wallabout St,40.70029511,-73.95032283,21132,Subscriber,1968.0,1
3180,6302,622,9/1/2015 08:29:02,9/1/2015 08:39:24,519,Pershing Square North,40.751872999999996,-73.97770600000001,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,19785,Subscriber,1980.0,1
3181,6304,1066,9/1/2015 08:29:02,9/1/2015 08:46:48,223,W 13 St & 7 Ave,40.73781509,-73.99994661,375,Mercer St & Bleecker St,40.72679454,-73.99695094,18029,Subscriber,1964.0,2
3182,6305,593,9/1/2015 08:29:04,9/1/2015 08:38:57,514,12 Ave & W 40 St,40.76087502,-74.00277668,434,9 Ave & W 18 St,40.74317449,-74.00366443,23523,Subscriber,1985.0,1
3183,6306,621,9/1/2015 08:29:04,9/1/2015 08:39:26,525,W 34 St & 11 Ave,40.75594159,-74.0021163,530,11 Ave & W 59 St,40.771522,-73.99054100000001,15589,Subscriber,1970.0,1
3184,6309,325,9/1/2015 08:29:09,9/1/2015 08:34:34,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,357,E 11 St & Broadway,40.73261787,-73.99158043,22422,Subscriber,1989.0,1
3185,6310,1215,9/1/2015 08:29:10,9/1/2015 08:49:25,350,Clinton St & Grand St,40.71559509,-73.9870295,507,E 25 St & 2 Ave,40.73912601,-73.97973776,14876,Subscriber,1948.0,2
3186,6312,1555,9/1/2015 08:29:11,9/1/2015 08:55:07,502,Henry St & Grand St,40.714215,-73.981346,362,Broadway & W 37 St,40.75172632,-73.98753523,14740,Subscriber,1979.0,2
3187,6313,1238,9/1/2015 08:29:13,9/1/2015 08:49:51,332,Cherry St,40.71219906,-73.97948148,363,West Thames St,40.70834698,-74.01713445,15898,Subscriber,1965.0,1
3188,6315,880,9/1/2015 08:29:13,9/1/2015 08:43:54,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,268,Howard St & Centre St,40.71910537,-73.99973337,22008,Subscriber,1974.0,1
3189,6318,1151,9/1/2015 08:29:17,9/1/2015 08:48:29,507,E 25 St & 2 Ave,40.73912601,-73.97973776,308,St James Pl & Oliver St,40.71307916,-73.99851193,23961,Subscriber,1987.0,1
3190,6321,908,9/1/2015 08:29:15,9/1/2015 08:44:23,545,E 23 St & 1 Ave,40.736502,-73.97809472,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,20603,Subscriber,1988.0,1
3191,6323,1319,9/1/2015 08:29:17,9/1/2015 08:51:17,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,319,Fulton St & Broadway,40.711065999999995,-74.009447,24218,Subscriber,1991.0,1
3192,6324,1181,9/1/2015 08:29:20,9/1/2015 08:49:01,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,257,Lispenard St & Broadway,40.71939226,-74.00247214,23410,Subscriber,1972.0,1
3193,6325,404,9/1/2015 08:29:19,9/1/2015 08:36:03,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,507,E 25 St & 2 Ave,40.73912601,-73.97973776,23224,Subscriber,1990.0,1
3194,6330,643,9/1/2015 08:29:23,9/1/2015 08:40:07,526,E 33 St & 5 Ave,40.74765947,-73.98490707,403,E 2 St & 2 Ave,40.72502876,-73.99069656,23041,Subscriber,1980.0,1
3195,6331,315,9/1/2015 08:29:24,9/1/2015 08:34:39,513,W 56 St & 10 Ave,40.768254,-73.988639,457,Broadway & W 58 St,40.76695317,-73.98169333,16809,Subscriber,1986.0,1
3196,6334,991,9/1/2015 08:29:27,9/1/2015 08:45:59,514,12 Ave & W 40 St,40.76087502,-74.00277668,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,15566,Subscriber,1956.0,1
3197,6336,139,9/1/2015 08:29:30,9/1/2015 08:31:49,462,W 22 St & 10 Ave,40.74691959,-74.00451887,453,W 22 St & 8 Ave,40.74475148,-73.99915362,14953,Subscriber,1979.0,1
3198,6337,1136,9/1/2015 08:29:32,9/1/2015 08:48:29,467,Dean St & 4 Ave,40.68312489,-73.97895137,320,Leonard St & Church St,40.717571,-74.005549,22871,Subscriber,1990.0,1
3199,6338,699,9/1/2015 08:29:33,9/1/2015 08:41:13,483,E 12 St & 3 Ave,40.73223272,-73.98889957,486,Broadway & W 29 St,40.7462009,-73.98855723,17289,Subscriber,1984.0,1
3200,6340,1095,9/1/2015 08:29:33,9/1/2015 08:47:48,2022,E 60 St & York Ave,40.759107,-73.959223,474,5 Ave & E 29 St,40.7451677,-73.98683077,21649,Subscriber,1965.0,1
3201,6341,851,9/1/2015 08:29:36,9/1/2015 08:43:48,310,State St & Smith St,40.68926942,-73.98912867,387,Centre St & Chambers St,40.71273266,-74.0046073,21444,Subscriber,1973.0,1
3202,6344,642,9/1/2015 08:29:37,9/1/2015 08:40:20,174,E 25 St & 1 Ave,40.7381765,-73.97738662,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,23526,Subscriber,1987.0,1
3203,6345,313,9/1/2015 08:29:40,9/1/2015 08:34:53,410,Suffolk St & Stanton St,40.72066442,-73.98517977,502,Henry St & Grand St,40.714215,-73.981346,20322,Subscriber,1980.0,2
3204,6346,1694,9/1/2015 08:29:41,9/1/2015 08:57:55,410,Suffolk St & Stanton St,40.72066442,-73.98517977,458,11 Ave & W 27 St,40.751396,-74.00522600000001,20870,Subscriber,1982.0,2
3205,6347,398,9/1/2015 08:29:41,9/1/2015 08:36:20,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,474,5 Ave & E 29 St,40.7451677,-73.98683077,22942,Subscriber,1984.0,1
3206,6348,967,9/1/2015 08:29:41,9/1/2015 08:45:49,394,E 9 St & Avenue C,40.72521311,-73.97768752,486,Broadway & W 29 St,40.7462009,-73.98855723,14607,Subscriber,1990.0,1
3207,6350,467,9/1/2015 08:29:40,9/1/2015 08:37:28,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,267,Broadway & W 36 St,40.75097711,-73.98765428,23408,Subscriber,1954.0,1
3208,6356,154,9/1/2015 08:29:46,9/1/2015 08:32:21,3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,3104,Kent Ave & N 7 St,40.72057658,-73.96150225,16286,Subscriber,1982.0,1
3209,6357,297,9/1/2015 08:29:45,9/1/2015 08:34:43,248,Laight St & Hudson St,40.72185379,-74.00771779,320,Leonard St & Church St,40.717571,-74.005549,21415,Subscriber,1968.0,1
3210,6359,546,9/1/2015 08:29:48,9/1/2015 08:38:54,514,12 Ave & W 40 St,40.76087502,-74.00277668,469,Broadway & W 53 St,40.76344058,-73.98268129,23861,Subscriber,1977.0,1
3211,6362,472,9/1/2015 08:29:53,9/1/2015 08:37:46,160,E 37 St & Lexington Ave,40.748238,-73.978311,490,8 Ave & W 33 St,40.751551,-73.993934,22586,Subscriber,1954.0,1
3212,6363,497,9/1/2015 08:29:51,9/1/2015 08:38:09,3002,South End Ave & Liberty St,40.711512,-74.01575600000001,427,Bus Slip & State St,40.701907,-74.013942,23846,Subscriber,1965.0,1
3213,6364,331,9/1/2015 08:29:53,9/1/2015 08:35:24,349,Rivington St & Ridge St,40.71850211,-73.98329859,350,Clinton St & Grand St,40.71559509,-73.9870295,16997,Subscriber,1982.0,2
3214,6369,1483,9/1/2015 08:29:59,9/1/2015 08:54:42,511,E 14 St & Avenue B,40.72938685,-73.97772429,519,Pershing Square North,40.751872999999996,-73.97770600000001,15489,Subscriber,1958.0,1
3215,6370,826,9/1/2015 08:29:59,9/1/2015 08:43:45,312,Allen St & E Houston St,40.722055,-73.989111,260,Broad St & Bridge St,40.70365182,-74.01167797,20248,Subscriber,1950.0,2
3216,6371,358,9/1/2015 08:30:00,9/1/2015 08:35:58,350,Clinton St & Grand St,40.71559509,-73.9870295,301,E 2 St & Avenue B,40.72217444,-73.98368779,19821,Subscriber,1964.0,1
3217,6373,1153,9/1/2015 08:30:01,9/1/2015 08:49:14,400,Pitt St & Stanton St,40.71926081,-73.98178024,546,E 30 St & Park Ave S,40.74444921,-73.98303529,22461,Subscriber,1989.0,2
3218,6380,722,9/1/2015 08:30:08,9/1/2015 08:42:10,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,499,Broadway & W 60 St,40.76915505,-73.98191841,16795,Subscriber,1969.0,1
3219,6382,885,9/1/2015 08:30:07,9/1/2015 08:44:53,265,Stanton St & Chrystie St,40.72229346,-73.99147535,426,West St & Chambers St,40.71754834,-74.01322069,17143,Subscriber,1984.0,2
