Trip_no,VendorID,PU_hour,DO_hour,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Trip_type
6440,1,18,18,N,1,-73.95445251,40.78966522,-73.96875,40.79619598,1,1.1,5.5,1,0.5,1.45,0, ,0.3,8.75,1
6441,1,18,18,N,1,-73.96076202,40.68219376,-73.9743576,40.68624115,1,0.8,6,1,0.5,1.55,0, ,0.3,9.35,1
6442,2,18,18,N,1,-73.95236969,40.789814,-73.94580078,40.82170868,1,2.81,12,1,0.5,2.76,0, ,0.3,16.56,1
6443,1,18,18,N,1,-73.95050812,40.80994034,-73.93997955,40.8352356,1,2,10.5,1,0.5,0,0, ,0.3,12.3,1
6444,2,18,18,N,1,-73.99243164,40.68996811,-73.9925766,40.67879486,2,0.96,5.5,1,0.5,1.46,0, ,0.3,8.76,1
6445,2,18,18,N,1,-73.9500351,40.80220032,-73.96271515,40.7970314,1,1,6.5,1,0.5,0,0, ,0.3,8.3,1
6446,2,18,18,N,1,-73.90615845,40.75344849,-73.9236908,40.75457764,1,1.27,7.5,1,0.5,0,0, ,0.3,9.3,1
6447,2,18,18,N,1,-73.90314484,40.74565125,-73.90333557,40.74583054,1,1.72,10.5,1,0.5,0,0, ,0.3,12.3,1
6448,2,18,18,N,1,-73.9424057,40.84214783,-73.9590683,40.81344223,1,2.25,13,1,0.5,3.7,0, ,0.3,18.5,1
6449,2,18,19,N,1,-73.93917847,40.80562973,-73.98130035,40.7800827,2,4.1,22.5,1,0.5,6.08,0, ,0.3,30.38,1
6450,1,18,18,N,1,-73.98722839,40.69493103,-73.9835968,40.68642044,1,0.8,6,1,0.5,1.2,0, ,0.3,9,1
6451,2,18,18,N,1,-73.93391418,40.74489212,-73.92041779,40.75957108,1,2.4,11,1,0.5,0,0, ,0.3,12.8,1
6452,1,18,18,N,1,-73.95761108,40.7179184,-73.95764923,40.72970963,1,1,5.5,1,0.5,0,0, ,0.3,7.3,1
6453,2,18,18,N,5,-73.84854889,40.83488846,-73.88021088,40.84379196,1,2.08,10,0,0,0,0, ,0,10,2
6454,2,18,18,N,1,-73.84434509,40.7208519,-73.82371521,40.71300125,1,1.32,6.5,1,0.5,1.66,0, ,0.3,9.96,1
6455,2,18,18,N,1,-73.96408844,40.80799866,-73.94747925,40.77968216,1,2.99,13,1,0.5,4.44,0, ,0.3,19.24,1
6456,1,18,18,N,1,-73.81486511,40.73174667,-73.80047607,40.70362854,1,2.3,10.5,1,0.5,2,0, ,0.3,14.3,1
6457,1,18,18,N,1,-73.94426727,40.74748611,-73.97805023,40.74180603,1,2.6,11.5,1,0.5,2,5.54, ,0.3,20.84,1
6458,2,18,18,N,1,-73.97768402,40.68452835,-73.94927979,40.69533157,1,2.14,10,1,0.5,0,0, ,0.3,11.8,1
6459,2,18,18,N,1,-73.97996521,40.68991852,-73.99172211,40.69405365,1,1.11,7,1,0.5,0,0, ,0.3,8.8,1
6460,2,18,18,N,1,-73.95218658,40.7899971,-73.93672943,40.80225754,1,1.39,7.5,1,0.5,2.32,0, ,0.3,11.62,1
6461,1,18,18,N,1,-73.91889954,40.75888824,-73.91822052,40.74290848,1,1.7,8.5,1,0.5,2.05,0, ,0.3,12.35,1
6462,2,18,18,N,1,-73.96368408,40.71034241,-73.9335556,40.70605087,1,1.91,10.5,1,0.5,3.08,0, ,0.3,15.38,1
6463,1,18,19,N,1,-73.91285706,40.82040024,-73.99312592,40.75780106,1,7.2,35.5,1,0.5,0,0, ,0.3,37.3,1
6464,2,18,18,N,1,-73.97710419,40.67222595,-73.97363281,40.6706543,1,0.45,4,1,0.5,0,0, ,0.3,5.8,1
6465,2,18,18,N,1,-73.91017914,40.7725296,-73.91861725,40.77850723,1,0.6,4.5,1,0.5,0,0, ,0.3,6.3,1
6466,2,18,18,N,1,-73.96507263,40.71446991,-73.95114899,40.71111298,1,1.15,6,1,0.5,1.56,0, ,0.3,9.36,1
6467,2,18,18,N,1,-73.84403992,40.72117615,-73.83229065,40.70518875,1,1.58,7.5,1,0.5,0,0, ,0.3,9.3,1
6468,1,18,18,N,1,-73.96749115,40.68093872,-73.94965363,40.67819977,1,1,6,1,0.5,0,0, ,0.3,7.8,1
6469,2,18,18,N,1,-73.95023346,40.82650757,-73.93584442,40.84999847,5,1.81,9.5,1,0.5,2,0, ,0.3,13.3,1
6470,2,18,18,N,1,-73.92185211,40.75496674,-73.87765503,40.75463867,1,2.51,10.5,1,0.5,0,0, ,0.3,12.3,1
6471,2,18,18,N,1,-73.98872375,40.69332886,-73.97647858,40.67482376,1,2.1,11,1,0.5,2,0, ,0.3,14.8,1
6472,2,18,19,N,1,-73.93920135,40.80506897,-73.87334442,40.77432632,1,6.57,23.5,1,0.5,6.17,5.54, ,0.3,37.01,1
6473,2,18,18,N,1,-73.99292755,40.7022171,-73.9779892,40.68681335,1,1.68,12,1,0.5,2.76,0, ,0.3,16.56,1
6474,1,18,18,N,1,-73.95417023,40.58722305,-73.93797302,40.59489441,1,1.4,7.5,1,0.5,0,0, ,0.3,9.3,1
6475,2,18,18,N,1,-73.91746521,40.84038162,-73.91120148,40.84458542,1,0.53,5.5,1,0.5,0,0, ,0.3,7.3,1
6476,2,18,18,N,1,-73.94509888,40.7835083,-73.95977783,40.77382278,1,1.31,6.5,1,0.5,2.49,0, ,0.3,10.79,1
6477,2,18,18,N,1,-73.99810028,40.69041824,-73.9592514,40.69375992,1,3.28,13,1,0.5,2.96,0, ,0.3,17.76,1
6478,2,18,18,N,1,-73.95225525,40.78621292,-73.94806671,40.7796936,1,0.78,5.5,1,0.5,1.46,0, ,0.3,8.76,1
6479,1,18,18,N,1,-73.95530701,40.71992111,-73.94091034,40.72102737,1,1.1,6.5,1,0.5,0,0, ,0.3,8.3,1
6480,2,18,18,N,1,-73.95927429,40.69039154,-73.95427704,40.70680618,1,2.07,9.5,1,0.5,0,0, ,0.3,11.3,1
6481,2,18,19,N,1,-73.96309662,40.71656418,-73.98730469,40.71845627,1,2.13,13,1,0.5,0,0, ,0.3,14.8,1
6482,2,18,18,N,1,-73.94217682,40.80146027,-73.9704895,40.78899002,1,2.33,12.5,1,0.5,2.86,0, ,0.3,17.16,1
6483,1,18,18,N,1,-73.91731262,40.80669022,-73.8596344,40.82553864,2,3.6,13.5,1,0.5,0,0, ,0.3,15.3,1
6484,2,18,19,N,1,-73.90338898,40.6784935,-73.90843964,40.66422653,1,4.16,17,1,0.5,0,0, ,0.3,18.8,1
6485,1,18,18,N,1,-73.97286224,40.68588257,-73.92507172,40.68990326,1,2.7,12.5,1,0.5,0,0, ,0.3,14.3,1
6486,2,18,18,N,1,-73.92063904,40.75696945,-73.90886688,40.76319122,2,0.96,6,1,0.5,0,0, ,0.3,7.8,1
6487,1,18,18,N,1,-73.84435272,40.72132874,-73.84806061,40.71074677,1,0.8,5.5,1,0.5,0,0, ,0.3,7.3,1
6488,2,18,18,N,1,-73.96220398,40.81062698,-73.96788025,40.8038559,1,0.58,4.5,1,0.5,1.26,0, ,0.3,7.56,1
6489,2,18,19,N,1,-73.94773102,40.7960968,-73.92733765,40.85790253,1,6.03,23,1,0.5,4.96,0, ,0.3,29.76,1
6490,2,18,18,N,1,-73.88379669,40.74758911,-73.88418579,40.75439835,1,0.48,5,1,0.5,0,0, ,0.3,6.8,1
6491,2,18,18,N,1,-73.92623138,40.82051849,-73.88697052,40.87005234,1,4.22,16.5,1,0.5,0,0, ,0.3,18.3,1
6492,1,18,18,N,1,-73.8443222,40.72133636,-73.86427307,40.72171402,1,1.3,7,1,0.5,0,0, ,0.3,8.8,1
6493,2,18,18,N,1,-73.98722839,40.69242477,-73.98668671,40.70225143,1,0.69,4.5,1,0.5,0,0, ,0.3,6.3,1
6494,2,18,19,N,1,-73.93829346,40.80560684,-73.96336365,40.80358124,1,1.9,13,1,0.5,2.96,0, ,0.3,17.76,1
6495,1,18,18,N,1,-73.98683929,40.70087433,-73.9936142,40.68711853,1,1.3,8.5,1,0.5,2.05,0, ,0.3,12.35,1
6496,2,18,18,N,1,-73.8302002,40.71351624,-73.82771301,40.70878601,1,0.42,4,1,0.5,1.88,0, ,0.3,7.68,1
6497,2,18,19,N,1,-73.90345001,40.67791367,-73.95278168,40.65322876,1,4.23,23,1,0.5,0,0, ,0.3,24.8,1
6498,2,18,18,N,1,-73.95244598,40.80833435,-73.94841003,40.80859375,1,0.28,4,1,0.5,0,0, ,0.3,5.8,1
6499,1,18,18,N,1,-73.90998077,40.75305939,-73.92742157,40.75941467,1,1.2,8,1,0.5,1.95,0, ,0.3,11.75,1
6500,2,18,18,N,1,-73.94338989,40.81086349,-73.96115875,40.80678177,1,1.4,7,1,0.5,2.64,0, ,0.3,11.44,1
6501,2,18,18,N,1,-73.960495,40.80352402,-73.98509979,40.76867676,1,2.73,13,1,0.5,2.96,0, ,0.3,17.76,1
6502,2,18,18,N,1,-73.91358948,40.76552963,-73.87696838,40.76664734,5,2.12,10,1,0.5,0,0, ,0.3,11.8,1
6503,2,18,18,N,1,-73.95399475,40.82500458,-73.95662689,40.80275726,1,1.85,10,1,0.5,0,0, ,0.3,11.8,1
6504,2,18,19,N,1,-73.9642868,40.80763245,-74.00869751,40.72472,5,7.12,34,1,0.5,6,0, ,0.3,41.8,1
6505,2,18,18,N,1,-73.91845703,40.77014542,-73.92198944,40.76036072,2,0.69,6,1,0.5,0,0, ,0.3,7.8,1
6506,2,18,18,N,1,-73.86210632,40.73038101,-73.8629837,40.73703766,1,0.79,8,1,0.5,0,0, ,0.3,9.8,1
6507,1,18,18,N,1,-73.9526062,40.81054688,-73.94784546,40.80125427,1,1.4,9,1,0.5,2.7,0, ,0.3,13.5,1
6508,2,18,18,N,1,-73.99428558,40.68106842,-73.98693848,40.69212341,1,0.85,7.5,1,0.5,0,0, ,0.3,9.3,1
6509,2,18,18,N,1,-73.93937683,40.7523613,-73.91273499,40.74888992,1,2.04,9,1,0.5,3.24,0, ,0.3,14.04,1
6510,2,18,18,N,1,-73.87110138,40.73404312,-73.88365936,40.7477417,1,1.34,11,1,0.5,2.56,0, ,0.3,15.36,1
6511,2,18,18,N,1,-73.95253754,40.8186264,-73.96575165,40.80379868,1,1.36,7.5,1,0.5,0,0, ,0.3,9.3,1
6512,2,18,18,N,1,-73.95895386,40.8009758,-73.94017792,40.80548859,6,1.5,10.5,1,0.5,2.46,0, ,0.3,14.76,1
6513,2,18,19,N,1,-73.8310318,40.75922012,-73.87766266,40.75855255,1,3.33,17,1,0.5,0,0, ,0.3,18.8,1
6514,2,18,18,N,1,-73.95804596,40.81520081,-73.94190979,40.83330536,1,1.73,9,1,0.5,0,0, ,0.3,10.8,1
6515,1,18,18,N,1,-73.93289948,40.68732071,-73.92603302,40.68078613,1,0.8,5,1,0.5,1.35,0, ,0.3,8.15,1
6516,2,18,19,N,1,-73.91659546,40.67680359,-73.92528534,40.70272827,1,2.43,14.5,1,0.5,0,0, ,0.3,16.3,1
6517,2,18,18,N,1,-73.94734192,40.7995224,-73.96743774,40.80185699,1,1.29,9.5,1,0.5,0,0, ,0.3,11.3,1
6518,2,18,18,N,1,-73.94813538,40.80879593,-73.93766785,40.80443573,1,0.6,8.5,1,0.5,0,0, ,0.3,10.3,1
6519,2,18,18,N,1,-73.95303345,40.80767441,-73.96359253,40.8029213,1,0.87,6,1,0.5,0,0, ,0.3,7.8,1
6520,2,18,19,N,1,-73.91751862,40.74280167,-73.85124969,40.7395134,1,3.9,16,1,0.5,0,0, ,0.3,17.8,1
6521,1,18,18,N,1,-73.93929291,40.8049469,-73.94047546,40.7934227,1,1,7,1,0.5,0,0, ,0.3,8.8,1
6522,2,18,18,N,1,-73.94927979,40.68035126,-73.92680359,40.67126846,1,1.92,11.5,1,0.5,0,0, ,0.3,13.3,1
6523,2,18,18,N,1,-73.94855499,40.80886841,-73.954216,40.80066681,1,0.64,5,1,0.5,0,0, ,0.3,6.8,1
6524,2,18,19,N,1,-73.96291351,40.71201324,-73.98047638,40.77502441,1,6.89,27.5,1,0.5,0,0, ,0.3,29.3,1
6525,1,18,18,N,1,-73.97595978,40.68371582,-73.95893097,40.67182541,1,1.6,9.5,1,0.5,1,0, ,0.3,12.3,1
6526,2,18,18,N,1,-73.94553375,40.80756378,-73.93682098,40.81581116,5,0.96,5,1,0.5,0,0, ,0.3,6.8,1
6527,2,18,18,N,1,-73.95385742,40.78757095,-73.95074463,40.78570175,1,0.38,4.5,1,0.5,1.26,0, ,0.3,7.56,1
6528,2,18,18,N,1,-73.98181152,40.69063568,-73.99473572,40.66714478,1,2.14,10,1,0.5,0,0, ,0.3,11.8,1
6529,2,18,18,N,1,-73.94689941,40.81077576,-73.93096924,40.82273865,1,1.5,10,1,0.5,0,0, ,0.3,11.8,1
6530,2,18,18,N,1,-73.98733521,40.69240189,-74.01036072,40.67951965,1,2.42,10.5,1,0.5,0,0, ,0.3,12.3,1
6531,2,18,18,N,1,-73.91178894,40.77510452,-73.90076447,40.76904678,1,0.78,7.5,1,0.5,2.32,0, ,0.3,11.62,1
6532,2,18,18,N,1,-73.98356628,40.67251587,-74.0082016,40.65021896,1,2.08,10,1,0.5,0,0, ,0.3,11.8,1
6533,2,18,18,N,1,-73.94662476,40.68235779,-73.94198608,40.69618988,1,1.28,6.5,1,0.5,0,0, ,0.3,8.3,1
6534,2,18,18,N,1,-73.93701935,40.85461426,-73.91118622,40.89054489,1,3.93,14,1,0.5,2,2.54, ,0.3,20.34,1
6535,2,18,19,N,1,-73.92996979,40.81973648,-73.94515228,40.8338356,1,2.52,19,1,0.5,0,0, ,0.3,20.8,1
6536,2,18,18,N,1,-73.9407959,40.80323029,-73.97756958,40.78272629,1,3.21,13.5,1,0.5,3.82,0, ,0.3,19.12,1
6537,1,18,18,N,1,-73.97881317,40.67308044,-74.00119019,40.68764114,1,2.1,9.5,1,0.5,2.26,0, ,0.3,13.56,1
6538,2,18,18,N,1,-73.86651611,40.82316208,-73.89585114,40.8260498,1,2.73,11,1,0.5,0,0, ,0.3,12.8,1
6539,2,18,19,N,1,-73.9703598,40.68473816,-73.97893524,40.64685059,1,3.49,15,1,0.5,5.04,0, ,0.3,21.84,1
6540,1,18,18,N,1,-73.95349121,40.68090057,-73.9624939,40.71256256,1,2.4,9,1,0.5,1.2,0, ,0.3,12,1
6541,2,18,18,N,1,-73.90132904,40.74567795,-73.89064026,40.74153137,1,0.74,6,1,0.5,0,0, ,0.3,7.8,1
6542,2,18,18,N,1,-73.95340729,40.80213547,-73.96154022,40.80541611,1,0.91,5.5,1,0.5,0,0, ,0.3,7.3,1
6543,2,18,18,N,1,-73.90664673,40.74570847,-73.9163208,40.76219559,1,1.44,8,1,0.5,0,0, ,0.3,9.8,1
6544,2,18,18,N,1,-73.9584198,40.8153038,-73.94902802,40.82818604,1,1.01,5,1,0.5,0,0, ,0.3,6.8,1
6545,2,18,18,N,1,-73.99249268,40.6894455,-73.99594879,40.67851639,1,1.12,5.5,1,0.5,1,0, ,0.3,8.3,1
6546,2,18,18,N,1,-73.90416718,40.74501801,-73.89905548,40.7250061,1,1.68,8,1,0.5,0,0, ,0.3,9.8,1
6547,2,18,18,N,1,-73.90354919,40.74576569,-73.90016174,40.73195648,1,1.27,7.5,1,0.5,0,0, ,0.3,9.3,1
6548,2,18,18,N,1,-73.96289825,40.80405807,-73.97129822,40.8008461,1,0.73,4.5,1,0.5,0,0, ,0.3,6.3,1
6549,2,18,18,N,1,-73.95921326,40.81464386,-73.96297455,40.80194473,1,1.26,7.5,1,0.5,0,0, ,0.3,9.3,1
6550,2,18,19,N,1,-73.95927429,40.69396591,-73.9200592,40.66100311,1,4.01,21,1,0.5,0,0, ,0.3,22.8,1
6551,2,18,19,N,1,-73.94200134,40.79537964,-73.92790985,40.81272888,1,2.22,12.5,1,0.5,0,0, ,0.3,14.3,1
6552,1,18,18,N,1,-73.95584869,40.68112183,-73.92131042,40.69020844,1,2.3,11,1,0.5,0,0, ,0.3,12.8,1
6553,2,18,18,N,1,-73.96123505,40.7096138,-73.93937683,40.68952942,6,2.36,10.5,1,0.5,1,0, ,0.3,13.3,1
6554,2,18,18,N,1,-73.95200348,40.80898666,-73.94470978,40.8213768,1,1.03,6,1,0.5,1,0, ,0.3,8.8,1
6555,2,18,18,N,1,-73.84999847,40.73373032,-73.83018494,40.75914764,1,2.97,12,1,0.5,0,0, ,0.3,13.8,1
6556,2,18,18,N,1,-73.81580353,40.70036697,-73.84535217,40.69134903,2,1.95,11.5,1,0.5,0,0, ,0.3,13.3,1
6557,1,18,18,N,1,-73.86914825,40.73415756,-73.87364197,40.74610901,2,1.1,6.5,1,0.5,0,0, ,0.3,8.3,1
6558,2,18,18,N,1,-73.90354919,40.74525833,-73.9239502,40.7379837,2,1.75,8.5,1,0.5,0,0, ,0.3,10.3,1
6559,1,18,18,N,1,-73.97793579,40.68486023,-73.97283173,40.6928978,2,0.9,5.5,1,0.5,0,0, ,0.3,7.3,1
6560,1,18,18,N,1,-73.93610382,40.84616852,-73.94210815,40.83451843,2,1,7,1,0.5,0,0, ,0.3,8.8,1
6561,2,18,18,N,1,-73.90322876,40.74574661,-73.90895844,40.74339676,6,0.41,4.5,1,0.5,0,0, ,0.3,6.3,1
6562,2,18,18,N,1,-73.9252243,40.82739639,-73.94391632,40.8080101,1,2.2,12.5,1,0.5,0,0, ,0.3,14.3,1
6563,2,18,18,N,1,-73.93421936,40.80198288,-73.94174957,40.79850006,1,0.59,5.5,1,0.5,0,0, ,0.3,7.3,1
6564,2,18,18,N,1,-73.9542923,40.71938705,-73.96409607,40.7195015,1,0.78,5.5,1,0.5,1.46,0, ,0.3,8.76,1
6565,1,18,18,N,1,-73.95639038,40.81302643,-73.95215607,40.81041718,1,0.3,3.5,0,0.5,0,0, ,0.3,4.3,1
6566,2,18,18,N,1,-73.95617676,40.7203064,-73.95435333,40.71941757,1,0.05,3.5,1,0.5,0,0, ,0.3,5.3,1
6567,2,18,18,N,1,-73.998703,40.6388092,-73.96356201,40.6362114,1,2.48,11.5,1,0.5,0,0, ,0.3,13.3,1
6568,2,18,18,N,1,-73.91194153,40.7752037,-73.91312408,40.76891327,1,1.5,8,1,0.5,0,0, ,0.3,9.8,1
6569,2,18,18,N,1,-73.80719757,40.70037842,-73.82949829,40.69731522,1,1.4,10.5,1,0.5,0,0, ,0.3,12.3,1
6570,2,18,18,N,1,-73.90338898,40.74581146,-73.89839935,40.74755859,1,0.52,4,1,0.5,1.16,0, ,0.3,6.96,1
6571,2,18,19,N,1,-73.95626068,40.74450684,-73.99859619,40.73481369,5,4.07,17,1,0.5,2,5.54, ,0.3,26.34,1
6572,2,18,18,N,1,-73.90906525,40.85811234,-73.89305115,40.86004257,3,1.03,6,1,0.5,0,0, ,0.3,7.8,1
6573,2,18,18,N,1,-73.95561981,40.82292938,-73.94906616,40.80927658,1,1.49,10,1,0.5,2.36,0, ,0.3,14.16,1
6574,2,18,19,N,1,-73.94184113,40.8226738,-73.90840149,40.81249619,1,1.65,12,1,0.5,2.76,0, ,0.3,16.56,1
6575,2,18,18,N,1,-73.96103668,40.8067131,-73.95648956,40.77828598,1,2.71,11,1,0.5,2.56,0, ,0.3,15.36,1
6576,2,18,18,N,1,-73.98916626,40.69369888,-73.99286652,40.70245361,5,0.96,6,1,0.5,0,0, ,0.3,7.8,1
6577,2,18,18,N,1,-73.94390869,40.80125809,-73.95188141,40.82426834,1,2.26,10.5,1,0.5,2.46,0, ,0.3,14.76,1
6578,2,18,18,N,1,-73.88375092,40.74778366,-73.86125946,40.73756027,2,1.67,8.5,1,0.5,0,0, ,0.3,10.3,1
6579,1,18,18,N,1,-73.88401794,40.7484436,-73.86299133,40.73710251,1,1.7,10.5,1,0.5,0,0, ,0.3,12.3,1
6580,2,18,19,N,5,-73.89582062,40.74115372,-73.962883,40.64813614,1,10.41,60,0,0,0,0, ,0,60,2
6581,2,18,18,N,1,-73.89160919,40.74901962,-73.88089752,40.75595093,1,1.02,5.5,1,0.5,0,0, ,0.3,7.3,1
6582,1,18,19,N,1,-73.94909668,40.82329178,-73.98007965,40.78289413,2,3.7,17,1,0.5,0,0, ,0.3,18.8,1
6583,1,18,18,N,1,-73.97569275,40.68089676,-73.99295044,40.69124222,1,1.3,8.5,1,0.5,0,0, ,0.3,10.3,1
6584,2,18,18,N,1,-73.92652893,40.76250839,-73.92501831,40.76626587,1,0.76,5.5,1,0.5,1.46,0, ,0.3,8.76,1
6585,2,18,19,N,1,-73.9541626,40.82160187,-73.93585968,40.80280685,5,2.03,15,1,0.5,2,0, ,0.3,18.8,1
6586,1,18,18,N,1,-73.92145538,40.76663208,-73.91439819,40.76353073,1,0.4,6.5,1,0.5,0,0, ,0.3,8.3,1
6587,2,18,19,N,1,-73.94343567,40.74743271,-74.03876495,40.61963272,1,14.76,43.5,1,0.5,7,0, ,0.3,52.3,1
6588,2,18,18,N,1,-73.96382141,40.80764771,-73.96070862,40.8140564,1,0.52,4,1,0.5,0,0, ,0.3,5.8,1
6589,2,18,18,N,1,-73.99079132,40.69510269,-73.97793579,40.68687057,1,1.08,7,1,0.5,1.76,0, ,0.3,10.56,1
6590,2,18,18,N,1,-73.98991394,40.67272568,-73.96344757,40.67631531,1,1.91,10,1,0.5,2,0, ,0.3,13.8,1
6591,1,18,18,N,1,-73.93280792,40.7529068,-73.90873718,40.7572937,1,1.8,9.5,1,0.5,0,0, ,0.3,11.3,1
6592,2,18,18,N,1,-73.97821045,40.67977905,-73.93000031,40.67577362,6,3.28,13,1,0.5,1,0, ,0.3,15.8,1
6593,2,18,18,N,1,-73.97673798,40.68799973,-73.99666595,40.72207642,1,2.88,12,1,0.5,0,0, ,0.3,13.8,1
6594,2,18,19,N,1,-73.99078369,40.7025528,-73.98801422,40.74354172,5,5.87,20.5,1,0.5,0,0, ,0.3,22.3,1
6595,2,18,19,N,1,-73.99263,40.69424438,-73.94062805,40.67379379,1,3.92,19,1,0.5,0,0, ,0.3,20.8,1
6596,2,18,18,N,1,-73.93893433,40.67798996,-73.90982819,40.67277908,1,2.2,11,1,0.5,0,0, ,0.3,12.8,1
6597,2,18,18,N,1,-73.96635437,40.80435181,-73.96316528,40.80407333,3,0.26,3.5,1,0.5,0,0, ,0.3,5.3,1
6598,1,18,18,N,1,-73.95803833,40.81525803,-73.93842316,40.82380676,1,1.8,10.5,1,0.5,1.7,0, ,0.3,14,1
6599,2,18,18,N,1,-73.92241669,40.75532913,-73.9438858,40.75497818,2,1.53,7.5,1,0.5,0,0, ,0.3,9.3,1
6600,2,18,18,N,1,-73.96090698,40.80672073,-73.95264435,40.8049469,1,1.07,7,1,0.5,1.76,0, ,0.3,10.56,1
6601,2,18,19,N,1,-73.91938782,40.81660461,-73.94168091,40.83323288,1,2.16,13,1,0.5,0,0, ,0.3,14.8,1
6602,1,18,18,N,1,-73.91911316,40.76584625,-73.90774536,40.77848816,1,1.1,7,1,0.5,1.75,0, ,0.3,10.55,1
6603,2,18,18,N,1,-73.95733643,40.71812439,-73.95037079,40.72655869,1,0.75,5,1,0.5,1.7,0, ,0.3,8.5,1
6604,2,18,18,N,1,-73.95267487,40.81054306,-73.94351196,40.83011246,1,1.44,8.5,1,0.5,0,0, ,0.3,10.3,1
6605,2,18,18,N,1,-73.92841339,40.69296646,-73.91233826,40.67864609,1,1.72,10.5,1,0.5,0,0, ,0.3,12.3,1
6606,2,18,18,N,1,-73.91481781,40.74255371,-73.90086365,40.74350357,1,1.17,6.5,1,0.5,0,0, ,0.3,8.3,1
6607,2,18,18,N,1,-73.93874359,40.81729507,-73.94924164,40.81112289,1,0.9,-6.5,-1,-0.5,0,0, ,-0.3,-8.3,1
6608,2,18,18,N,1,-73.93874359,40.81729507,-73.94924164,40.81112289,1,0.9,6.5,1,0.5,0,0, ,0.3,8.3,1
6609,1,18,19,N,1,-73.98556519,40.67826843,-73.99628448,40.64205933,1,3.3,14,1,0.5,0,0, ,0.3,15.8,1
6610,1,18,18,N,1,-73.93856812,40.68551254,-73.94980621,40.67743683,1,1.2,8,1,0.5,1.95,0, ,0.3,11.75,1
6611,2,18,18,N,1,-73.9596405,40.69039536,-73.91794586,40.68704987,1,2.68,12.5,1,0.5,2.86,0, ,0.3,17.16,1
6612,2,18,19,N,1,-73.95401764,40.79078674,-73.98910522,40.77769852,1,2.97,16.5,1,0.5,0,0, ,0.3,18.3,1
6613,2,18,19,N,1,-73.92777252,40.86519623,-73.97676086,40.77824783,1,8.03,26,1,0.5,0,0, ,0.3,27.8,1
6614,1,18,18,N,1,-73.88253784,40.74758911,-73.87017822,40.73891449,3,1.2,6.5,1,0.5,0,0, ,0.3,8.3,1
6615,2,18,18,N,1,-73.99265289,40.67731094,-73.97267151,40.69213867,1,1.94,10.5,1,0.5,3.69,0, ,0.3,15.99,1
6616,2,18,19,N,1,-73.95711517,40.72384262,-73.98325348,40.72821808,1,3.74,21.5,1,0.5,2,0, ,0.3,25.3,1
6617,1,18,19,N,1,-73.88591766,40.74436951,-73.91490173,40.7434845,1,2,12.5,1,0.5,0,0, ,0.3,14.3,1
6618,2,18,18,N,1,-73.97776031,40.68473816,-73.98719788,40.69546127,1,1.03,7.5,1,0.5,1,0, ,0.3,10.3,1
6619,2,18,19,N,1,-73.90950775,40.8061142,-73.84526825,40.8494072,2,5.87,24,1,0.5,0,0, ,0.3,25.8,1
6620,1,18,18,N,1,-73.91188812,40.76231003,-73.91741943,40.75548172,1,0.6,4,1,0.5,0,0, ,0.3,5.8,1
6621,2,18,18,N,1,-73.94947815,40.68189621,-73.94230652,40.70066833,1,1.8,8,1,0.5,0,0, ,0.3,9.8,1
6622,2,18,19,N,1,-73.9648819,40.806633,-73.93865967,40.80519104,1,2.12,13,1,0.5,0,0, ,0.3,14.8,1
6623,2,18,19,N,1,-73.87117004,40.73411179,-73.92539978,40.82492828,1,9.05,35,1,0.5,0,0, ,0.3,36.8,1
6624,1,18,18,N,1,-73.95656586,40.72093582,-73.94109344,40.72338486,1,1.2,6.5,1,0.5,1.65,0, ,0.3,9.95,1
6625,1,18,19,N,1,-73.94274902,40.84117889,-73.95436096,40.80585098,1,3.2,18,1,0.5,0,0, ,0.3,19.8,1
6626,2,18,18,N,1,-73.90335846,40.7457695,-73.87564087,40.75399399,5,1.77,8,1,0.5,0,0, ,0.3,9.8,1
6627,2,18,19,N,1,-73.99002075,40.68727875,-73.95048523,40.67118073,1,2.77,15,1,0.5,3.36,0, ,0.3,20.16,1
6628,2,18,19,N,1,-73.9872818,40.69130325,-73.91047668,40.66975403,1,5.27,21,1,0.5,0,0, ,0.3,22.8,1
6629,2,18,19,N,1,-73.93618774,40.80307007,-73.92754364,40.86579895,1,4.92,20,1,0.5,4.36,0, ,0.3,26.16,1
6630,2,18,18,N,1,-73.95172882,40.82462311,-73.94747925,40.80847168,1,1.85,10,1,0.5,0,0, ,0.3,11.8,1
6631,2,18,18,N,1,-73.92927551,40.76711655,-73.92038727,40.76000214,1,0.86,6.5,1,0.5,1.66,0, ,0.3,9.96,1
6632,2,18,19,N,1,-73.95323181,40.78834152,-73.86469269,40.77026367,1,8.23,27.5,1,0.5,6.97,5.54, ,0.3,41.81,1
6633,2,18,18,N,1,-73.99986267,40.67681122,-73.9997406,40.68201828,1,0.62,8.5,1,0.5,3.09,0, ,0.3,13.39,1
6634,1,18,18,N,1,-73.94763947,40.67095947,-73.94322968,40.67803574,4,0.7,5.5,1,0.5,0,0, ,0.3,7.3,1
6635,2,18,18,N,1,-73.93621826,40.84974289,-73.94392395,40.83556366,1,1.02,6.5,1,0.5,0,0, ,0.3,8.3,1
